Chr	start	end	Gene	Chain	Chr_TE	start_TE	end_TE	Overlap_bp
1	237456350	237456943	Zm00001d032755	-	1	237456035	237462988	593
1	237456350	237456943	Zm00001d032755	-	1	237453915	237495792	593
1	237457210	237457773	Zm00001d032756	-	1	237456035	237462988	563
1	237457210	237457773	Zm00001d032756	-	1	237453915	237495792	563
1	237457765	237462379	Zm00001d032757	+	1	237456035	237462988	4614
1	237457765	237462379	Zm00001d032757	+	1	237453915	237495792	4614
1	237783447	237790361	Zm00001d032772	+	1	237773726	237790373	6914
1	237933326	237950976	Zm00001d032781	+	1	237946589	237963512	4387
1	238010904	238015506	Zm00001d032783	+	1	238010286	238019446	4602
1	238117549	238124877	Zm00001d032785	-	1	238115875	238126000	7328
1	238117549	238124877	Zm00001d032785	-	1	238116462	238135467	7328
1	238131763	238132998	Zm00001d032786	-	1	238116462	238135467	1235
1	238206823	238227886	Zm00001d032790	-	1	238213864	238219089	5225
1	238206823	238227886	Zm00001d032790	-	1	238220884	238225737	4853
1	238234569	238235954	Zm00001d032791	+	1	238233711	238246653	1385
1	238333316	238334770	Zm00001d032795	+	1	238332750	238342146	1454
1	238596562	238629956	Zm00001d032801	-	1	238602576	238611110	8534
1	238596562	238629956	Zm00001d032801	-	1	238579130	238598098	1536
1	239017269	239027989	Zm00001d032811	+	1	239019577	239022429	2852
1	239039635	239041475	Zm00001d032813	+	1	239032882	239075561	1840
1	239121642	239145354	Zm00001d032815	-	1	239132041	239137199	5158
1	239317834	239318769	Zm00001d032824	+	1	239317365	239325609	935
1	239383321	239384004	Zm00001d032825	+	1	239351589	239407498	683
1	239385045	239386062	Zm00001d032826	+	1	239351589	239407498	1017
1	239385045	239386062	Zm00001d032826	+	1	239384987	239390192	1017
1	239386999	239389368	Zm00001d032827	+	1	239351589	239407498	2369
1	239386999	239389368	Zm00001d032827	+	1	239384987	239390192	2369
1	239455290	239464371	Zm00001d032828	-	1	239443482	239463229	7939
1	239570896	239576177	Zm00001d032830	-	1	239574504	239611088	1673
1	239609852	239611554	Zm00001d032831	-	1	239603344	239621696	1702
1	239609852	239611554	Zm00001d032831	-	1	239574504	239611088	1236
1	239710691	239711113	Zm00001d032835	+	1	239709148	239711209	422
1	239900235	239900696	Zm00001d032842	+	1	239894991	239930568	461
1	239901255	239906766	Zm00001d032843	+	1	239894991	239930568	5511
1	239914237	239916276	Zm00001d032844	+	1	239894991	239930568	2039
1	239926166	239927481	Zm00001d032845	+	1	239894991	239930568	1315
1	239926166	239927481	Zm00001d032845	+	1	239921030	239928520	1315
1	240258696	240275155	Zm00001d032852	-	1	240262331	240268135	5804
1	240361060	240373010	Zm00001d032855	-	1	240368076	240377314	4934
1	240465118	240471300	Zm00001d032858	+	1	240467160	240467480	320
1	240517258	240521616	Zm00001d032860	-	1	240516500	240520092	2834
1	240537140	240537538	Zm00001d032865	+	1	240537374	240539468	164
1	240865652	240895236	Zm00001d032867	+	1	240880090	240891795	11705
1	241152252	241172018	Zm00001d032874	-	1	241158926	241169939	11013
1	241152252	241172018	Zm00001d032874	-	1	241152196	241172039	19766
1	241152252	241172018	Zm00001d032874	-	1	241156073	241157930	1857
1	241214105	241222098	Zm00001d032875	-	1	241210795	241216175	2070
1	241404608	241405864	Zm00001d032884	+	1	241405041	241441884	823
1	241441141	241441879	Zm00001d032885	+	1	241405041	241441884	738
1	242037797	242040088	Zm00001d032897	-	1	242039823	242040579	265
1	242403123	242403993	Zm00001d032904	-	1	242403482	242411062	511
1	242404403	242413137	Zm00001d032905	-	1	242403482	242411062	6659
1	242704706	242711363	Zm00001d032907	+	1	242705308	242710979	5671
1	242743802	242756367	Zm00001d032908	+	1	242746366	242754735	8369
1	242743802	242756367	Zm00001d032908	+	1	242737625	242756482	12565
1	242972225	242973316	Zm00001d032912	-	1	242971735	242972867	642
1	242987926	243024940	Zm00001d032916	+	1	242988210	242991313	3103
1	243105233	243132987	Zm00001d032921	+	1	243114479	243122801	8322
1	243201405	243204865	Zm00001d032922	-	1	243194016	243203108	1703
1	243297436	243315080	Zm00001d032925	-	1	243299838	243300252	414
1	243297436	243315080	Zm00001d032925	-	1	243302913	243310828	7915
1	243297436	243315080	Zm00001d032925	-	1	243300368	243314107	13739
1	243530719	243532173	Zm00001d032929	-	1	243531742	243602555	431
1	243735038	243744089	Zm00001d032933	-	1	243740253	243742272	2019
1	243891052	243894369	Zm00001d032934	+	1	243882802	243893383	2331
1	243995654	244000344	Zm00001d032935	+	1	243984282	244022594	4690
1	243995654	244000344	Zm00001d032935	+	1	243987410	244002650	4690
1	244115527	244115853	Zm00001d032938	+	1	244103357	244118077	326
1	244267423	244291732	Zm00001d032944	+	1	244274621	244279285	4664
1	244267423	244291732	Zm00001d032944	+	1	244275437	244286481	11044
1	244382684	244383532	Zm00001d032946	+	1	244382644	244393418	848
1	244392841	244393701	Zm00001d032947	+	1	244382644	244393418	577
1	244466506	244468199	Zm00001d032949	-	1	244466998	244536330	1201
1	244489885	244492952	Zm00001d032950	+	1	244466998	244536330	3067
1	244535139	244536005	Zm00001d032954	-	1	244466998	244536330	866
1	244604888	244627143	Zm00001d032956	-	1	244594939	244614343	9455
1	244779992	244791263	Zm00001d032958	-	1	244780553	244788971	8418
1	244814311	244818194	Zm00001d032960	+	1	244815809	244826015	2385
1	244881980	244894327	Zm00001d032962	-	1	244871926	244888537	6557
1	244981884	244997475	Zm00001d032967	-	1	244978807	244998098	15591
1	244981884	244997475	Zm00001d032967	-	1	244982186	244990013	7827
1	245150815	245171898	Zm00001d032974	-	1	245155927	245161700	5773
1	245150815	245171898	Zm00001d032974	-	1	245171675	245174353	223
1	245150815	245171898	Zm00001d032974	-	1	245153493	245156840	3347
1	245171720	245172358	Zm00001d032975	+	1	245171675	245174353	638
1	245224996	245246546	Zm00001d032977	+	1	245243792	245247293	2754
1	245224996	245246546	Zm00001d032977	+	1	245226290	245242437	16147
1	245224996	245246546	Zm00001d032977	+	1	245229424	245237216	7792
1	245560265	245573773	Zm00001d032979	+	1	245555662	245575431	13508
1	245784840	245795190	Zm00001d032984	+	1	245785891	245787921	2030
1	245797940	245803282	Zm00001d032985	-	1	245801819	245828553	1463
1	245816492	245820070	Zm00001d032986	-	1	245816390	245821100	3578
1	245816492	245820070	Zm00001d032986	-	1	245801819	245828553	3578
1	245824248	245834289	Zm00001d032987	-	1	245801819	245828553	4305
1	245857450	245866245	Zm00001d032990	-	1	245858233	245863441	5208
1	246131231	246140049	Zm00001d032993	-	1	246126644	246143862	8818
1	246131231	246140049	Zm00001d032993	-	1	246131923	246139318	7395
1	246635889	246636588	Zm00001d033003	-	1	246629600	246635997	108
1	246635889	246636588	Zm00001d033003	-	1	246627582	246646805	699
1	246830535	246831469	Zm00001d033009	-	1	246814632	246831614	934
1	247039907	247040320	Zm00001d033013	-	1	247039273	247056765	413
1	247054936	247055601	Zm00001d033015	-	1	247039273	247056765	665
1	247940136	247943062	Zm00001d033032	-	1	247939823	247940919	783
1	247940136	247943062	Zm00001d033032	-	1	247938563	248013588	2926
1	247945163	247946655	Zm00001d033033	+	1	247938563	248013588	1492
1	248107529	248108464	Zm00001d033035	-	1	248105738	248109893	935
1	248268405	248271687	Zm00001d033039	-	1	248260393	248279010	3282
1	248303998	248323251	Zm00001d033040	+	1	248306435	248311527	5092
1	248467942	248474649	Zm00001d033048	+	1	248470949	248471410	461
1	248897012	248902427	Zm00001d033058	-	1	248898998	248903979	3429
1	249093563	249101622	Zm00001d033061	-	1	249097310	249097517	207
1	249199939	249210506	Zm00001d033063	-	1	249209569	249222066	937
1	249239730	249242765	Zm00001d033064	-	1	249232961	249252530	3035
1	249471346	249473533	Zm00001d033070	+	1	249467880	249473877	2187
1	249508122	249508747	Zm00001d033072	-	1	249503923	249509562	625
1	249827667	249831134	Zm00001d033078	+	1	249819757	249831167	3467
1	249851631	249854079	Zm00001d033080	+	1	249851107	249861666	2448
1	249987293	249989041	Zm00001d033087	+	1	249982808	250001694	1748
1	250029625	250032949	Zm00001d033088	+	1	250011997	250031398	1773
1	250195085	250196132	Zm00001d033100	-	1	250186116	250237697	1047
1	250199921	250201430	Zm00001d033101	-	1	250186116	250237697	1509
1	250203274	250206767	Zm00001d033102	-	1	250186116	250237697	3493
1	250210078	250214893	Zm00001d033103	-	1	250186116	250237697	4815
1	250291343	250304767	Zm00001d033104	-	1	250275704	250292411	1068
1	250323656	250324358	Zm00001d033106	-	1	250323429	250327924	702
1	250328690	250338437	Zm00001d033107	-	1	250328607	250337233	8543
1	250346963	250360412	Zm00001d033109	+	1	250352654	250357955	5301
1	250436681	250439909	Zm00001d033110	+	1	250434921	250453201	3228
1	250442305	250445284	Zm00001d033111	+	1	250434921	250453201	2979
1	250446439	250452170	Zm00001d033112	-	1	250434921	250453201	5731
1	250585460	250586016	Zm00001d033116	-	1	250582798	250598287	556
1	250589715	250596193	Zm00001d033117	-	1	250582798	250598287	6478
1	250965877	250988372	Zm00001d033121	-	1	250959719	250965886	9
1	250965877	250988372	Zm00001d033121	-	1	250972390	250979704	7314
1	250965877	250988372	Zm00001d033121	-	1	250982615	250983016	401
1	250965877	250988372	Zm00001d033121	-	1	250968694	250985761	17067
1	251418331	251418810	Zm00001d033125	+	1	251400325	251419058	479
1	251738064	251740860	Zm00001d033135	+	1	251737776	251741515	2796
1	251754657	251755894	Zm00001d033136	+	1	251751549	251763001	1237
1	251822494	251825610	Zm00001d033137	-	1	251796064	251829372	3116
1	251921151	251925125	Zm00001d033139	-	1	251918929	251934200	3974
1	252100176	252101089	Zm00001d033144	+	1	252097611	252107841	913
1	252106074	252106424	Zm00001d033146	+	1	252097611	252107841	350
1	252129992	252138538	Zm00001d033149	+	1	252134929	252139510	3609
1	252138719	252139759	Zm00001d033150	+	1	252134929	252139510	791
1	252350669	252389978	Zm00001d033155	-	1	252357678	252360359	2681
1	252350669	252389978	Zm00001d033155	-	1	252385500	252385635	135
1	252350669	252389978	Zm00001d033155	-	1	252362694	252371333	8639
1	252584719	252585586	Zm00001d033164	-	1	252580413	252588600	867
1	252585315	252587574	Zm00001d033165	+	1	252580413	252588600	2259
1	253760332	253761288	Zm00001d033201	-	1	253757930	253778453	956
1	253923915	253924843	Zm00001d033203	-	1	253918364	253984927	928
1	253923915	253924843	Zm00001d033203	-	1	253918905	253934815	928
1	254192142	254192597	Zm00001d033208	-	1	254187226	254199816	455
1	254193485	254194214	Zm00001d033209	+	1	254187226	254199816	729
1	254194092	254197449	Zm00001d033210	-	1	254187226	254199816	3357
1	254286991	254302867	Zm00001d033211	+	1	254299958	254301795	1837
1	254286991	254302867	Zm00001d033211	+	1	254293578	254299404	5826
1	254429293	254429955	Zm00001d033216	-	1	254421636	254440515	662
1	254528189	254543237	Zm00001d033217	+	1	254531599	254533529	1930
1	254528189	254543237	Zm00001d033217	+	1	254515827	254533377	5188
1	254528189	254543237	Zm00001d033217	+	1	254537986	254546575	5251
1	255085623	255093358	Zm00001d033223	+	1	255080510	255094137	7735
1	255089440	255091968	Zm00001d033224	-	1	255080510	255094137	2528
1	255170439	255173301	Zm00001d033225	-	1	255160193	255174806	2862
1	255219556	255227771	Zm00001d033228	-	1	255226587	255227200	613
1	255361226	255391452	Zm00001d033237	-	1	255383502	255389788	6286
1	255361226	255391452	Zm00001d033237	-	1	255337099	255371472	10246
1	255361226	255391452	Zm00001d033237	-	1	255390908	255396811	544
1	255361226	255391452	Zm00001d033237	-	1	255327294	255376936	15710
1	255565519	255569235	Zm00001d033241	+	1	255554076	255565672	153
1	255988480	256003180	Zm00001d033247	+	1	255966447	256011685	14700
1	256100935	256110250	Zm00001d033248	+	1	256107587	256111981	2663
1	256100935	256110250	Zm00001d033248	+	1	256108505	256154628	1745
1	256135077	256136167	Zm00001d033250	-	1	256108505	256154628	1090
1	256136270	256142816	Zm00001d033252	+	1	256108505	256154628	6546
1	256315063	256326369	Zm00001d033259	-	1	256317918	256320925	3007
1	256315063	256326369	Zm00001d033259	-	1	256315794	256334241	10575
1	256414788	256415670	Zm00001d033261	+	1	256414482	256419055	882
1	256498470	256500905	Zm00001d033265	+	1	256487670	256506723	2435
1	256557640	256566081	Zm00001d033266	+	1	256559774	256564374	4600
1	257335467	257337638	Zm00001d033280	-	1	257319026	257362551	2171
1	257636497	257639583	Zm00001d033287	+	1	257629266	257642377	3086
1	257844675	257845158	Zm00001d033293	+	1	257840978	257845608	483
1	257899024	257916953	Zm00001d033295	-	1	257900570	257906878	6308
1	257899024	257916953	Zm00001d033295	-	1	257907278	257919334	9675
1	258164182	258177505	Zm00001d033303	+	1	258156065	258168729	4547
1	258364610	258374531	Zm00001d033309	-	1	258370816	258387111	3715
1	258515868	258524876	Zm00001d033310	-	1	258521484	258521775	291
1	258515868	258524876	Zm00001d033310	-	1	258521484	258521775	291
1	258515868	258524876	Zm00001d033310	-	1	258519858	258538161	5018
1	258658935	258662151	Zm00001d033312	+	1	258643746	258701777	3216
1	258663739	258665853	Zm00001d033313	-	1	258643746	258701777	2114
1	258696000	258705544	Zm00001d033314	-	1	258643746	258701777	5777
1	258696000	258705544	Zm00001d033314	-	1	258700090	258706569	5454
1	258758751	258762154	Zm00001d033315	-	1	258752914	258769142	3403
1	258854604	258874451	Zm00001d033318	+	1	258856234	258871444	15210
1	258854604	258874451	Zm00001d033318	+	1	258857156	258872349	15193
1	258967157	258970697	Zm00001d033323	-	1	258965386	258978345	3540
1	259102381	259104967	Zm00001d033326	+	1	259070149	259111296	2586
1	259102381	259104967	Zm00001d033326	+	1	259075926	259109458	2586
1	259102381	259104967	Zm00001d033326	+	1	259097351	259116096	2586
1	259165238	259169626	Zm00001d033328	+	1	259154421	259171314	4388
1	259429013	259429858	Zm00001d033335	-	1	259426947	259445327	845
1	259884299	259885503	Zm00001d033348	-	1	259877110	259905884	1204
1	259900028	259901710	Zm00001d033349	+	1	259877110	259905884	1682
1	259901766	259903552	Zm00001d033350	+	1	259877110	259905884	1786
1	260102333	260109097	Zm00001d033355	-	1	260101147	260117071	6764
1	260110796	260113403	Zm00001d033356	-	1	260101147	260117071	2607
1	260114420	260116621	Zm00001d033357	-	1	260101147	260117071	2201
1	260215313	260294650	Zm00001d033361	-	1	260237689	260238609	920
1	260215313	260294650	Zm00001d033361	-	1	260293599	260295136	1051
1	260215313	260294650	Zm00001d033361	-	1	260219038	260292406	73368
1	260215313	260294650	Zm00001d033361	-	1	260219621	260232104	12483
1	260215313	260294650	Zm00001d033361	-	1	260225707	260233982	8275
1	260215313	260294650	Zm00001d033361	-	1	260233739	260279177	45438
1	260215313	260294650	Zm00001d033361	-	1	260241343	260250006	8663
1	260215313	260294650	Zm00001d033361	-	1	260257132	260264496	7364
1	260215313	260294650	Zm00001d033361	-	1	260270207	260278118	7911
1	260215313	260294650	Zm00001d033361	-	1	260286793	260292623	5830
1	260340897	260349127	Zm00001d033364	+	1	260340776	260349177	8230
1	260861765	260871429	Zm00001d033371	-	1	260862856	260868089	5233
1	260971128	260971563	Zm00001d033374	+	1	260968944	260985359	435
1	260986515	261031711	Zm00001d033375	-	1	260992338	260994350	2012
1	260986515	261031711	Zm00001d033375	-	1	261007195	261009070	1875
1	260986515	261031711	Zm00001d033375	-	1	261019145	261023774	4629
1	261041495	261042349	Zm00001d033377	-	1	261036846	261042681	854
1	261082104	261085736	Zm00001d033380	-	1	261080656	261084189	2085
1	261179352	261181108	Zm00001d033384	+	1	261140696	261189380	1756
1	261179352	261181108	Zm00001d033384	+	1	261156009	261187227	1756
1	261635984	261636630	Zm00001d033392	+	1	261621820	261697528	646
1	261635984	261636630	Zm00001d033392	+	1	261621997	261637472	646
1	261674974	261681018	Zm00001d033393	-	1	261621820	261697528	6044
1	261705963	261730526	Zm00001d033394	-	1	261710402	261712262	1860
1	261705963	261730526	Zm00001d033394	-	1	261715808	261716080	272
1	261705963	261730526	Zm00001d033394	-	1	261697400	261710336	4373
1	261705963	261730526	Zm00001d033394	-	1	261716802	261728649	11847
1	261828712	261829370	Zm00001d033399	+	1	261824675	261833820	658
1	261919725	261930103	Zm00001d033401	+	1	261919755	261933927	10348
1	261930159	261931759	Zm00001d033402	-	1	261919755	261933927	1600
1	262280144	262300074	Zm00001d033411	-	1	262283844	262290802	6958
1	262280144	262300074	Zm00001d033411	-	1	262281982	262292513	10531
1	262412278	262419216	Zm00001d033414	+	1	262403077	262414391	2113
1	262667713	262672481	Zm00001d033426	+	1	262666169	262684327	4768
1	262672477	262673180	Zm00001d033427	-	1	262666169	262684327	703
1	262713890	262714954	Zm00001d033429	+	1	262710649	262749917	1064
1	262789169	262793112	Zm00001d033433	+	1	262790558	262793915	2554
1	262789169	262793112	Zm00001d033433	+	1	262785672	262878856	3943
1	262789169	262793112	Zm00001d033433	+	1	262787540	262811108	3943
1	262807895	262811276	Zm00001d033434	+	1	262809284	262812615	1992
1	262807895	262811276	Zm00001d033434	+	1	262785672	262878856	3381
1	262807895	262811276	Zm00001d033434	+	1	262787540	262811108	3213
1	262817278	262823055	Zm00001d033436	+	1	262817205	262823006	5728
1	262817278	262823055	Zm00001d033436	+	1	262818667	262831199	4388
1	262817278	262823055	Zm00001d033436	+	1	262785672	262878856	5777
1	262849629	262853576	Zm00001d033438	+	1	262851018	262854380	2558
1	262849629	262853576	Zm00001d033438	+	1	262847329	262878846	3947
1	262849629	262853576	Zm00001d033438	+	1	262850961	262873976	2615
1	262849629	262853576	Zm00001d033438	+	1	262785672	262878856	3947
1	262868383	262872314	Zm00001d033440	+	1	262869755	262873118	2559
1	262868383	262872314	Zm00001d033440	+	1	262847329	262878846	3931
1	262868383	262872314	Zm00001d033440	+	1	262850961	262873976	3931
1	262868383	262872314	Zm00001d033440	+	1	262785672	262878856	3931
1	262877641	262878846	Zm00001d033442	+	1	262847329	262878846	1205
1	262877641	262878846	Zm00001d033442	+	1	262785672	262878856	1205
1	262991884	262994316	Zm00001d033447	+	1	262989586	263003374	2432
1	262998125	263004950	Zm00001d033448	-	1	262989586	263003374	5249
1	263067917	263072723	Zm00001d033454	+	1	263070846	263081680	1877
1	263076369	263077061	Zm00001d033455	+	1	263070846	263081680	692
1	263191017	263194942	Zm00001d033457	-	1	263160867	263244089	3925
1	263191017	263194942	Zm00001d033457	-	1	263184374	263201419	3925
