Type	chr	start	stop	q-value	mean_methylation_difference	#CpGs	p(MWU)	p(2D KS)	mean_Maize	mean_Lan	Compare	Gene
CG	3	221505827	221506013	9.30E-13	-0.450066	10	4.70E-14	7.90E-19	0.24712	0.69718	teosinte/maize	Zm00001d044191
CG	3	225862705	225863013	1.90E-05	-0.406894	6	1.10E-13	1.60E-11	0.31302	0.71991	teosinte/maize	Zm00001d044358
CG	3	227583390	227583485	4.00E-19	0.447979	13	4.30E-14	3.40E-25	0.71336	0.26538	teosinte/maize	Zm00001d044423
CG	3	228663889	228664037	8.40E-12	-0.442437	9	4.40E-14	7.20E-18	0.2546	0.69704	teosinte/maize	Zm00001d044457
CG	3	229694673	229694902	5.70E-06	-0.456272	6	3.50E-13	4.90E-12	0.14963	0.6059	teosinte/maize	Zm00001d044496
CG	3	233670946	233671259	3.30E-20	0.488977	8	4.90E-14	2.80E-26	0.86032	0.37134	teosinte/maize	Zm00001d044634
CG	3	235223726	235223844	4.50E-12	0.604725	7	4.50E-14	3.80E-18	0.8438	0.23907	teosinte/maize	Zm00001d044699
CG	3	235585596	235585783	2.10E-09	-0.412283	6	4.40E-14	1.80E-15	0.39528	0.80756	teosinte/maize	Zm00001d044713
CG	4	1813596	1813667	2.80E-05	0.513943	6	1.10E-12	2.40E-11	0.9125	0.39856	teosinte/maize	Zm00001d048633
CG	4	3256054	3256290	8.00E-08	-0.407987	8	4.60E-14	6.80E-14	0.35929	0.76728	teosinte/maize	Zm00001d048687
CG	4	4484010	4484139	3.00E-20	0.485359	9	4.10E-14	2.50E-26	0.48786	0.0024965	teosinte/maize	Zm00001d048734
CG	4	5273080	5273188	1.20E-13	0.491614	7	4.40E-14	1.00E-19	0.77346	0.28185	teosinte/maize	Zm00001d048772
CG	4	5273080	5273188	1.20E-13	0.491614	7	4.40E-14	1.00E-19	0.77346	0.28185	teosinte/maize	Zm00001d048773
CG	4	5412479	5412634	4.30E-13	0.523802	6	4.50E-14	3.60E-19	0.69559	0.17178	teosinte/maize	Zm00001d048777
CG	4	5413109	5413200	1.30E-06	0.423037	6	1.40E-11	1.10E-12	0.47967	0.056634	teosinte/maize	Zm00001d048777
CG	4	6175213	6175491	8.60E-05	0.486696	7	4.30E-14	7.30E-11	0.87823	0.39153	teosinte/maize	Zm00001d048837
CG	4	6755474	6755561	2.80E-23	0.76001	7	5.10E-14	2.40E-29	0.84788	0.087873	teosinte/maize	Zm00001d048867
CG	4	7334582	7334809	3.00E-22	0.627882	8	4.10E-14	2.60E-28	0.80416	0.17628	teosinte/maize	Zm00001d048898
CG	4	12954827	12954957	1.60E-28	0.543214	10	4.50E-14	1.40E-34	0.66743	0.12421	teosinte/maize	Zm00001d049024
CG	4	12954827	12954957	1.60E-28	0.543214	10	4.50E-14	1.40E-34	0.66743	0.12421	teosinte/maize	Zm00001d049025
CG	4	13493395	13493453	5.60E-07	-0.487056	6	4.50E-14	4.70E-13	0.097096	0.58415	teosinte/maize	Zm00001d049038
CG	4	14049578	14049832	0.0049	0.41644	6	5.00E-11	4.10E-09	0.6993	0.28286	teosinte/maize	Zm00001d049054
CG	4	18227659	18227759	4.60E-08	-0.47509	6	4.60E-14	3.90E-14	0.20355	0.67865	teosinte/maize	Zm00001d049155
CG	4	34376242	34376344	6.20E-05	-0.410329	6	1.50E-12	5.30E-11	0.21266	0.62299	teosinte/maize	Zm00001d049550
CG	4	35018545	35018761	2.00E-10	0.461689	8	4.80E-14	1.70E-16	0.69383	0.23214	teosinte/maize	Zm00001d049557
CG	4	35018545	35018761	2.00E-10	0.461689	8	4.80E-14	1.70E-16	0.69383	0.23214	teosinte/maize	Zm00001d049558
CG	4	35023233	35023284	1.60E-08	-0.46214	6	4.50E-14	1.40E-14	0.10829	0.57043	teosinte/maize	Zm00001d049558
CG	4	36832696	36832888	4.40E-14	-0.473591	10	4.50E-14	3.70E-20	0.31965	0.79324	teosinte/maize	Zm00001d049597
CG	4	38570933	38571367	5.70E-44	-0.445948	32	4.30E-14	4.90E-50	0.19109	0.63704	teosinte/maize	Zm00001d049642
CG	4	39122627	39123177	1.70E-33	0.475697	15	4.70E-14	1.40E-39	0.61006	0.13436	teosinte/maize	Zm00001d049664
CG	4	39428185	39428769	7.80E-96	0.811246	25	4.60E-14	6.70E-102	0.86419	0.05294	teosinte/maize	Zm00001d049670
CG	4	40262571	40263137	2.10E-74	0.859586	17	5.30E-14	1.80E-80	0.86792	0.0083388	teosinte/maize	Zm00001d049687
CG	4	40542804	40542872	2.10E-05	-0.463246	6	4.50E-14	1.80E-11	0.20024	0.66348	teosinte/maize	Zm00001d049698
CG	4	41055756	41055845	1.20E-06	-0.48929	6	9.00E-14	1.00E-12	0.20334	0.69263	teosinte/maize	Zm00001d049709
CG	4	41055756	41055845	1.20E-06	-0.48929	6	9.00E-14	1.00E-12	0.20334	0.69263	teosinte/maize	Zm00001d049712
CG	4	41764966	41765103	5.30E-21	0.63435	7	4.20E-14	4.50E-27	0.6596	0.025254	teosinte/maize	Zm00001d049730
CG	4	41764966	41765103	5.30E-21	0.63435	7	4.20E-14	4.50E-27	0.6596	0.025254	teosinte/maize	Zm00001d049731
CG	4	43648642	43648868	1.80E-10	-0.489057	6	4.10E-14	1.50E-16	0.24951	0.73857	teosinte/maize	Zm00001d049763
CG	4	46988995	46989591	3.50E-13	-0.417164	15	4.20E-14	3.00E-19	0.163	0.58016	teosinte/maize	Zm00001d049832
CG	4	50213407	50213705	4.50E-29	0.609866	11	3.90E-14	3.90E-35	0.92746	0.3176	teosinte/maize	Zm00001d049882
CG	4	50467364	50467828	1.10E-15	0.478146	8	4.20E-14	9.30E-22	0.47815	9.82E-08	teosinte/maize	Zm00001d049884
CG	4	52878830	52878921	5.50E-18	-0.672434	7	4.70E-14	4.70E-24	0.21802	0.89046	teosinte/maize	Zm00001d049923
CG	4	54281271	54281848	4.40E-29	-0.427978	19	3.70E-14	3.70E-35	0.37849	0.80647	teosinte/maize	Zm00001d049940
CG	4	56766323	56766554	1.90E-06	-0.431063	6	3.50E-12	1.60E-12	0.21955	0.65061	teosinte/maize	Zm00001d049979
CG	4	61665667	61665972	2.10E-12	0.555859	9	4.50E-14	1.80E-18	0.89559	0.33973	teosinte/maize	Zm00001d050038
CG	4	65079757	65080014	1.80E-33	-0.523101	19	4.00E-14	1.50E-39	0.1534	0.6765	teosinte/maize	Zm00001d050089
CG	4	65387728	65388117	4.10E-66	0.48328	38	2.00E-14	3.50E-72	0.65314	0.16986	teosinte/maize	Zm00001d050095
CG	4	65388371	65389182	5.20E-63	0.609165	22	3.90E-14	4.40E-69	0.69769	0.088528	teosinte/maize	Zm00001d050095
CG	4	66248626	66249197	4.00E-23	0.546482	12	3.90E-14	3.40E-29	0.67793	0.13145	teosinte/maize	Zm00001d050109
CG	4	66634225	66634530	1.90E-14	0.462012	17	3.70E-14	1.60E-20	0.93623	0.47422	teosinte/maize	Zm00001d050112
CG	4	67726176	67726264	3.40E-22	0.832929	6	4.20E-14	2.90E-28	0.84799	0.015058	teosinte/maize	Zm00001d050125
CG	4	69666364	69666548	0.00017	-0.400711	6	4.50E-14	1.50E-10	0.27394	0.67465	teosinte/maize	Zm00001d050157
CG	4	88237445	88237744	2.50E-13	0.64837	6	4.70E-14	2.20E-19	0.82836	0.17999	teosinte/maize	Zm00001d050440
CG	4	90420384	90420795	3.40E-12	0.425916	16	3.90E-14	2.90E-18	0.91025	0.48433	teosinte/maize	Zm00001d050463
CG	4	90608031	90608387	7.80E-17	-0.548978	11	4.20E-14	6.60E-23	0.063104	0.61208	teosinte/maize	Zm00001d050465
CG	4	91163221	91163384	1.60E-11	0.488072	10	4.10E-14	1.40E-17	0.86382	0.37575	teosinte/maize	Zm00001d050472
CG	4	91988853	91989257	1.70E-62	-0.691564	20	5.80E-14	1.40E-68	0.2078	0.89936	teosinte/maize	Zm00001d050482
CG	4	92857593	92857772	1.00E-31	0.834642	7	4.20E-14	8.70E-38	0.84151	0.0068699	teosinte/maize	Zm00001d050489
CG	4	96155420	96155558	1.50E-25	0.686909	9	5.10E-14	1.30E-31	0.85145	0.16454	teosinte/maize	Zm00001d050518
CG	4	101019461	101019626	1.80E-41	-0.652616	17	4.00E-14	1.60E-47	0.0033732	0.65599	teosinte/maize	Zm00001d050563
CG	4	101167653	101168118	3.30E-14	-0.400426	13	4.40E-14	2.80E-20	0.22337	0.62379	teosinte/maize	Zm00001d050565
CG	4	102597623	102597811	2.00E-21	-0.578807	9	4.70E-14	1.70E-27	0.31725	0.89605	teosinte/maize	Zm00001d050585
CG	4	103197772	103198327	4.20E-48	0.670297	17	3.90E-14	3.60E-54	0.83441	0.16412	teosinte/maize	Zm00001d050594
CG	4	103197772	103198327	4.20E-48	0.670297	17	3.90E-14	3.60E-54	0.83441	0.16412	teosinte/maize	Zm00001d050595
CG	4	103848982	103849256	1.00E-45	0.85896	10	4.50E-14	8.90E-52	0.8605	0.001536	teosinte/maize	Zm00001d050608
CG	4	103848982	103849256	1.00E-45	0.85896	10	4.50E-14	8.90E-52	0.8605	0.001536	teosinte/maize	Zm00001d050609
CG	4	107860884	107861095	5.10E-44	-0.679141	17	3.90E-14	4.40E-50	0.030325	0.70947	teosinte/maize	Zm00001d050635
CG	4	107860884	107861095	5.10E-44	-0.679141	17	3.90E-14	4.40E-50	0.030325	0.70947	teosinte/maize	Zm00001d050636
CG	4	107861320	107861986	2.10E-37	-0.698057	14	4.20E-14	1.80E-43	0.012193	0.71025	teosinte/maize	Zm00001d050635
CG	4	107861320	107861986	2.10E-37	-0.698057	14	4.20E-14	1.80E-43	0.012193	0.71025	teosinte/maize	Zm00001d050636
CG	4	114051602	114051746	3.00E-16	-0.751072	6	4.60E-14	2.60E-22	0.12631	0.87738	teosinte/maize	Zm00001d050669
CG	4	115228791	115228912	2.00E-25	-0.577935	7	3.70E-14	1.70E-31	0.14417	0.7221	teosinte/maize	Zm00001d050678
CG	4	117426336	117426530	0.00083	-0.423211	6	3.30E-11	7.10E-10	0.17473	0.59794	teosinte/maize	Zm00001d050708
CG	4	117917655	117918675	2.90E-129	0.544107	44	6.80E-14	2.40E-135	0.5494	0.0052953	teosinte/maize	Zm00001d050714
CG	4	121061057	121061388	0.09	0.407308	6	5.00E-10	7.60E-08	0.9016	0.49429	teosinte/maize	Zm00001d050754
CG	4	122461706	122461840	1.90E-08	-0.419169	7	4.20E-14	1.60E-14	0.22078	0.63995	teosinte/maize	Zm00001d050781
CG	4	125017524	125017860	3.80E-06	-0.418533	7	4.40E-14	3.20E-12	0.35172	0.77025	teosinte/maize	Zm00001d050827
CG	4	127379059	127379537	2.60E-46	-0.546568	20	3.20E-14	2.20E-52	0.21969	0.76626	teosinte/maize	Zm00001d050862
CG	4	131660073	131660325	1.30E-21	0.415133	10	3.90E-14	1.10E-27	0.4376	0.022471	teosinte/maize	Zm00001d050923
CG	4	138472396	138473491	1.10E-102	-0.536934	61	4.30E-14	9.20E-109	0.057668	0.5946	teosinte/maize	Zm00001d051044
CG	4	140514127	140514217	4.00E-06	-0.479216	7	5.20E-13	3.40E-12	0.057494	0.53671	teosinte/maize	Zm00001d051069
CG	4	146794895	146795054	2.50E-33	0.576229	12	4.60E-14	2.10E-39	0.59665	0.020426	teosinte/maize	Zm00001d051163
CG	4	146848091	146848141	3.20E-10	0.460298	6	4.30E-14	2.70E-16	0.61294	0.15264	teosinte/maize	Zm00001d051166
CG	4	148725310	148725441	2.20E-10	0.447583	7	4.60E-14	1.90E-16	0.60394	0.15636	teosinte/maize	Zm00001d051211
CG	4	149905738	149906299	5.50E-37	-0.532139	21	4.10E-14	4.70E-43	0.051104	0.58324	teosinte/maize	Zm00001d051241
CG	4	154083060	154083171	7.60E-10	-0.428711	8	4.50E-14	6.50E-16	0.30851	0.73723	teosinte/maize	Zm00001d051321
CG	4	155040172	155040501	3.70E-10	0.490041	6	4.20E-14	3.20E-16	0.82681	0.33677	teosinte/maize	Zm00001d051336
CG	4	156769849	156770158	1.10E-16	-0.596817	9	4.20E-14	9.60E-23	0.11621	0.71303	teosinte/maize	Zm00001d051387
CG	4	161345315	161346468	1.40E-155	0.49196	60	5.20E-14	1.20E-161	0.53271	0.040748	teosinte/maize	Zm00001d051525
CG	4	161346687	161347025	9.20E-67	0.528613	24	4.70E-14	7.90E-73	0.57907	0.050453	teosinte/maize	Zm00001d051525
CG	4	161593843	161594006	3.80E-13	-0.503147	9	4.00E-14	3.20E-19	0.16383	0.66698	teosinte/maize	Zm00001d051528
CG	4	161593843	161594006	3.80E-13	-0.503147	9	4.00E-14	3.20E-19	0.16383	0.66698	teosinte/maize	Zm00001d051529
CG	4	161908528	161908633	6.80E-07	0.456266	7	1.50E-11	5.80E-13	0.76507	0.30881	teosinte/maize	Zm00001d051541
CG	4	164074641	164074774	8.10E-09	0.470232	6	4.60E-14	6.90E-15	0.68109	0.21086	teosinte/maize	Zm00001d051599
CG	4	165579303	165579439	1.40E-29	0.630661	9	3.80E-14	1.20E-35	0.68863	0.057967	teosinte/maize	Zm00001d051643
CG	4	165612228	165612346	1.10E-35	0.424005	11	4.10E-14	9.60E-42	0.42547	0.0014643	teosinte/maize	Zm00001d051644
CG	4	165612228	165612346	1.10E-35	0.424005	11	4.10E-14	9.60E-42	0.42547	0.0014643	teosinte/maize	Zm00001d051645
CG	4	171672172	171672588	2.60E-14	0.596975	9	4.60E-14	2.20E-20	0.91778	0.3208	teosinte/maize	Zm00001d051835
CG	4	171770849	171770983	2.80E-08	-0.46948	6	4.60E-14	2.40E-14	0.13127	0.60075	teosinte/maize	Zm00001d051838
CG	4	172399921	172400160	0.0012	-0.427066	6	7.00E-10	1.00E-09	0.23083	0.6579	teosinte/maize	Zm00001d051850
CG	4	172402607	172403074	6.50E-11	0.433355	9	4.00E-14	5.50E-17	0.76099	0.32764	teosinte/maize	Zm00001d051850
CG	4	172402607	172403074	6.50E-11	0.433355	9	4.00E-14	5.50E-17	0.76099	0.32764	teosinte/maize	Zm00001d051851
CG	4	172402607	172403074	6.50E-11	0.433355	9	4.00E-14	5.50E-17	0.76099	0.32764	teosinte/maize	Zm00001d051852
CG	4	172708719	172709066	1.50E-27	-0.477326	13	4.80E-14	1.30E-33	0.35085	0.82817	teosinte/maize	Zm00001d051864
CG	4	173751455	173752008	3.70E-12	0.486866	12	4.80E-14	3.20E-18	0.91611	0.42924	teosinte/maize	Zm00001d051887
CG	4	173893736	173893908	6.60E-18	0.691741	8	4.80E-14	5.60E-24	0.88531	0.19356	teosinte/maize	Zm00001d051896
CG	4	174318298	174318706	3.50E-22	-0.400568	15	4.30E-14	3.00E-28	0.27317	0.67374	teosinte/maize	Zm00001d051906
CG	4	174318298	174318706	3.50E-22	-0.400568	15	4.30E-14	3.00E-28	0.27317	0.67374	teosinte/maize	Zm00001d051907
CG	4	174318298	174318706	3.50E-22	-0.400568	15	4.30E-14	3.00E-28	0.27317	0.67374	teosinte/maize	Zm00001d051908
CG	4	174430726	174431162	9.90E-31	-0.415225	30	4.60E-14	8.40E-37	0.14831	0.56354	teosinte/maize	Zm00001d051911
CG	4	174430726	174431162	9.90E-31	-0.415225	30	4.60E-14	8.40E-37	0.14831	0.56354	teosinte/maize	Zm00001d051912
CG	4	175156507	175156605	5.10E-16	-0.536457	9	4.50E-14	4.30E-22	0.28474	0.82119	teosinte/maize	Zm00001d051951
CG	4	176252460	176252699	1.60E-08	-0.422311	10	4.30E-14	1.40E-14	0.43417	0.85648	teosinte/maize	Zm00001d052001
CG	4	176364977	176365069	0.05	0.417178	6	6.10E-14	4.30E-08	0.88087	0.46369	teosinte/maize	Zm00001d052009
CG	4	177032516	177032904	2.20E-26	0.666921	12	4.90E-14	1.90E-32	0.92359	0.25667	teosinte/maize	Zm00001d052035
CG	4	177639050	177639255	6.00E-09	0.521049	7	4.40E-14	5.10E-15	0.93921	0.41817	teosinte/maize	Zm00001d052049
CG	4	177965771	177965876	3.00E-15	-0.452887	13	4.70E-14	2.60E-21	0.19059	0.64348	teosinte/maize	Zm00001d052057
CG	4	178754775	178754880	9.40E-05	0.425879	6	4.80E-14	8.00E-11	0.84929	0.42341	teosinte/maize	Zm00001d052076
CG	4	183823622	183823773	2.50E-27	0.711383	10	5.00E-14	2.20E-33	0.9123	0.20092	teosinte/maize	Zm00001d052227
CG	4	184633286	184633425	4.20E-05	-0.405798	6	1.00E-11	3.60E-11	0.45748	0.86328	teosinte/maize	Zm00001d052245
CG	4	186396114	186396204	1.70E-10	0.609436	6	4.20E-14	1.50E-16	0.83417	0.22473	teosinte/maize	Zm00001d052296
CG	4	187092908	187093132	6.50E-08	-0.43319	7	4.90E-14	5.50E-14	0.32653	0.75972	teosinte/maize	Zm00001d052321
CG	4	187092908	187093132	6.50E-08	-0.43319	7	4.90E-14	5.50E-14	0.32653	0.75972	teosinte/maize	Zm00001d052322
CG	4	188819753	188819953	2.40E-36	-0.608788	19	3.80E-14	2.00E-42	0.079065	0.68785	teosinte/maize	Zm00001d052384
CG	4	189829530	189829611	2.80E-14	0.563067	6	4.00E-14	2.30E-20	0.65571	0.09264	teosinte/maize	Zm00001d052430
CG	4	189829530	189829611	2.80E-14	0.563067	6	4.00E-14	2.30E-20	0.65571	0.09264	teosinte/maize	Zm00001d052431
CG	4	189829530	189829611	2.80E-14	0.563067	6	4.00E-14	2.30E-20	0.65571	0.09264	teosinte/maize	Zm00001d052432
CG	4	198544848	198544927	3.20E-14	0.46986	8	4.20E-14	2.70E-20	0.47713	0.0072703	teosinte/maize	Zm00001d052716
CG	4	201292212	201292439	3.70E-18	-0.487401	14	4.70E-14	3.10E-24	0.13901	0.62641	teosinte/maize	Zm00001d052797
CG	4	202438790	202439247	3.60E-18	-0.459329	14	4.60E-14	3.10E-24	0.1274	0.58673	teosinte/maize	Zm00001d052845
CG	4	203195154	203195392	1.10E-14	0.577139	9	4.20E-14	9.10E-21	0.8644	0.28726	teosinte/maize	Zm00001d052878
CG	4	203195154	203195392	1.10E-14	0.577139	9	4.20E-14	9.10E-21	0.8644	0.28726	teosinte/maize	Zm00001d052880
CG	4	203206098	203206442	0.0015	0.460016	6	1.00E-07	1.30E-09	0.92973	0.46972	teosinte/maize	Zm00001d052880
CG	4	207030390	207031225	5.70E-82	-0.576181	35	5.10E-14	4.90E-88	0.2301	0.80628	teosinte/maize	Zm00001d052978
CG	4	207722602	207722684	5.30E-05	-0.441413	6	3.70E-13	4.50E-11	0.25086	0.69228	teosinte/maize	Zm00001d052988
CG	4	207920540	207921131	6.90E-08	-0.417887	10	4.60E-14	5.90E-14	0.36034	0.77823	teosinte/maize	Zm00001d052992
CG	4	208862626	208862758	3.00E-05	-0.414658	6	5.80E-14	2.50E-11	0.3708	0.78546	teosinte/maize	Zm00001d053009
CG	4	209131000	209131144	1.30E-05	0.490046	6	4.60E-14	1.10E-11	0.8608	0.37075	teosinte/maize	Zm00001d053015
CG	4	211993523	211993921	1.20E-16	-0.509671	9	3.90E-14	1.10E-22	0.4001	0.90977	teosinte/maize	Zm00001d053067
CG	4	221209820	221210353	1.50E-44	0.506745	17	3.60E-14	1.30E-50	0.63379	0.12704	teosinte/maize	Zm00001d053233
CG	4	221209820	221210353	1.50E-44	0.506745	17	3.60E-14	1.30E-50	0.63379	0.12704	teosinte/maize	Zm00001d053234
CG	4	222748859	222749004	1.30E-26	-0.605749	12	5.00E-14	1.10E-32	0.076721	0.68247	teosinte/maize	Zm00001d053256
CG	4	226361017	226361076	8.00E-13	0.639886	6	4.20E-14	6.80E-19	0.92908	0.2892	teosinte/maize	Zm00001d053328
CG	4	226419085	226419191	2.10E-15	0.609843	9	4.50E-14	1.80E-21	0.89668	0.28684	teosinte/maize	Zm00001d053331
CG	4	227080993	227081640	1.30E-48	-0.402072	30	4.80E-14	1.10E-54	0.39301	0.79508	teosinte/maize	Zm00001d053348
CG	4	230684785	230685385	1.90E-19	-0.433703	19	4.30E-14	1.60E-25	0.19522	0.62893	teosinte/maize	Zm00001d053411
CG	4	237050539	237050820	6.30E-09	0.404567	12	4.50E-14	5.40E-15	0.83209	0.42752	teosinte/maize	Zm00001d053623
CG	4	237050539	237050820	6.30E-09	0.404567	12	4.50E-14	5.40E-15	0.83209	0.42752	teosinte/maize	Zm00001d053624
CG	4	238941171	238941271	3.30E-12	0.618737	7	4.00E-14	2.80E-18	0.85295	0.23421	teosinte/maize	Zm00001d053680
CG	4	238941171	238941271	3.30E-12	0.618737	7	4.00E-14	2.80E-18	0.85295	0.23421	teosinte/maize	Zm00001d053682
CG	4	240041854	240042031	2.80E-23	0.469208	13	4.40E-14	2.40E-29	0.60596	0.13675	teosinte/maize	Zm00001d053735
CG	4	240125990	240126245	0.00019	0.497964	6	1.70E-10	1.60E-10	0.93358	0.43561	teosinte/maize	Zm00001d053740
CG	4	241809843	241810188	0.019	-0.414396	6	3.40E-13	1.60E-08	0.1213	0.5357	teosinte/maize	Zm00001d053825
CG	4	242953895	242953996	8.10E-11	-0.414215	9	4.60E-14	6.90E-17	0.17812	0.59233	teosinte/maize	Zm00001d053882
CG	4	242953895	242953996	8.10E-11	-0.414215	9	4.60E-14	6.90E-17	0.17812	0.59233	teosinte/maize	Zm00001d053883
CG	4	243756277	243756657	4.60E-10	-0.481979	8	4.30E-14	3.90E-16	0.21371	0.69569	teosinte/maize	Zm00001d053930
CG	4	244184303	244184463	2.10E-07	-0.54755	6	4.60E-14	1.80E-13	0.1083	0.65585	teosinte/maize	Zm00001d053954
CG	4	244586780	244587051	3.30E-16	-0.407635	11	4.60E-14	2.80E-22	0.46764	0.87528	teosinte/maize	Zm00001d053983
CG	4	244586780	244587051	3.30E-16	-0.407635	11	4.60E-14	2.80E-22	0.46764	0.87528	teosinte/maize	Zm00001d053984
CG	4	246272454	246272643	2.60E-25	-0.498671	15	4.80E-14	2.20E-31	0.14438	0.64305	teosinte/maize	Zm00001d054088
CG	5	689057	689240	3.10E-20	-0.560051	11	4.30E-14	2.60E-26	0.16668	0.72673	teosinte/maize	Zm00001d012810
CG	5	689057	689240	3.10E-20	-0.560051	11	4.30E-14	2.60E-26	0.16668	0.72673	teosinte/maize	Zm00001d012811
CG	5	790269	790443	3.40E-31	0.605534	9	4.20E-14	2.90E-37	0.6116	0.0060682	teosinte/maize	Zm00001d012816
CG	5	950528	950703	1.80E-07	-0.490977	6	4.50E-14	1.60E-13	0.21012	0.7011	teosinte/maize	Zm00001d012830
CG	5	1131425	1131653	1.20E-08	-0.438189	6	4.50E-14	1.00E-14	0.39797	0.83616	teosinte/maize	Zm00001d012856
CG	5	1530186	1530322	3.00E-07	0.569015	6	4.50E-14	2.60E-13	0.93075	0.36174	teosinte/maize	Zm00001d012877
CG	5	1530186	1530322	3.00E-07	0.569015	6	4.50E-14	2.60E-13	0.93075	0.36174	teosinte/maize	Zm00001d012878
CG	5	1957636	1958035	2.60E-40	0.504643	16	4.70E-14	2.20E-46	0.5208	0.016157	teosinte/maize	Zm00001d012918
CG	5	1957636	1958035	2.60E-40	0.504643	16	4.70E-14	2.20E-46	0.5208	0.016157	teosinte/maize	Zm00001d012919
CG	5	1957636	1958035	2.60E-40	0.504643	16	4.70E-14	2.20E-46	0.5208	0.016157	teosinte/maize	Zm00001d012920
CG	5	1957636	1958035	2.60E-40	0.504643	16	4.70E-14	2.20E-46	0.5208	0.016157	teosinte/maize	Zm00001d012921
CG	5	2557342	2557524	1.90E-14	-0.437376	11	4.00E-14	1.60E-20	0.25471	0.69208	teosinte/maize	Zm00001d012970
CG	5	2778532	2778689	2.10E-59	0.748159	14	5.00E-14	1.80E-65	0.75006	0.001905	teosinte/maize	Zm00001d012983
CG	5	3953289	3953366	1.40E-06	-0.405279	8	4.50E-14	1.20E-12	0.25696	0.66224	teosinte/maize	Zm00001d013058
CG	5	4705667	4705763	5.40E-11	0.461187	8	4.10E-14	4.60E-17	0.64772	0.18653	teosinte/maize	Zm00001d013099
CG	5	4705667	4705763	5.40E-11	0.461187	8	4.10E-14	4.60E-17	0.64772	0.18653	teosinte/maize	Zm00001d013100
CG	5	4869927	4870067	4.20E-17	-0.617373	10	4.30E-14	3.60E-23	0.057433	0.67481	teosinte/maize	Zm00001d013112
CG	5	5099697	5100003	7.70E-37	0.602154	17	4.10E-14	6.60E-43	0.79588	0.19372	teosinte/maize	Zm00001d013120
CG	5	5151471	5152050	4.00E-131	0.623797	49	6.60E-14	3.40E-137	0.82939	0.20559	teosinte/maize	Zm00001d013124
CG	5	5151471	5152050	4.00E-131	0.623797	49	6.60E-14	3.40E-137	0.82939	0.20559	teosinte/maize	Zm00001d013125
CG	5	5153448	5154498	7.00E-26	0.410441	25	4.90E-14	6.00E-32	0.73891	0.32847	teosinte/maize	Zm00001d013125
CG	5	5153448	5154498	7.00E-26	0.410441	25	4.90E-14	6.00E-32	0.73891	0.32847	teosinte/maize	Zm00001d013126
CG	5	5376065	5376161	3.60E-18	-0.432003	12	5.00E-14	3.10E-24	0.23273	0.66473	teosinte/maize	Zm00001d013141
CG	5	5376065	5376161	3.60E-18	-0.432003	12	5.00E-14	3.10E-24	0.23273	0.66473	teosinte/maize	Zm00001d013142
CG	5	8627998	8628235	9.00E-29	0.48554	8	4.30E-14	7.60E-35	0.50854	0.023	teosinte/maize	Zm00001d013320
CG	5	10477669	10477741	6.20E-07	-0.464153	7	5.40E-12	5.30E-13	0.020026	0.48418	teosinte/maize	Zm00001d013402
CG	5	11235385	11235478	6.50E-12	0.575411	7	4.40E-14	5.50E-18	0.83525	0.25984	teosinte/maize	Zm00001d013430
CG	5	11419753	11419933	1.10E-19	0.694316	7	3.80E-14	9.00E-26	0.78229	0.087973	teosinte/maize	Zm00001d013441
CG	5	11682830	11683139	9.70E-28	-0.485279	16	3.90E-14	8.20E-34	0.25412	0.7394	teosinte/maize	Zm00001d013442
CG	5	11751812	11752073	1.50E-18	-0.52548	9	4.20E-14	1.30E-24	0.010746	0.53623	teosinte/maize	Zm00001d013445
CG	5	14034357	14034595	1.50E-07	0.455796	7	4.00E-14	1.30E-13	0.7074	0.25161	teosinte/maize	Zm00001d013547
CG	5	14590602	14590870	3.90E-10	0.444591	10	4.50E-14	3.30E-16	0.84663	0.40204	teosinte/maize	Zm00001d013575
CG	5	17941243	17941312	6.70E-05	0.494004	7	5.10E-11	5.70E-11	0.93002	0.43602	teosinte/maize	Zm00001d013702
CG	5	19739790	19740166	3.10E-34	-0.510998	19	4.70E-14	2.60E-40	0.19667	0.70766	teosinte/maize	Zm00001d013768
CG	5	20530808	20530939	5.30E-25	0.86941	6	4.90E-14	4.50E-31	0.87568	0.0062694	teosinte/maize	Zm00001d013798
CG	5	22389239	22389508	2.90E-20	0.625908	9	4.20E-14	2.40E-26	0.83672	0.21081	teosinte/maize	Zm00001d013844
CG	5	22389239	22389508	2.90E-20	0.625908	9	4.20E-14	2.40E-26	0.83672	0.21081	teosinte/maize	Zm00001d013845
CG	5	22389746	22390359	1.40E-06	0.513309	6	5.20E-14	1.20E-12	0.81395	0.30065	teosinte/maize	Zm00001d013844
CG	5	22389746	22390359	1.40E-06	0.513309	6	5.20E-14	1.20E-12	0.81395	0.30065	teosinte/maize	Zm00001d013845
CG	5	24004909	24004974	2.00E-17	-0.533253	8	4.30E-14	1.70E-23	0.27232	0.80557	teosinte/maize	Zm00001d013891
CG	5	26494293	26494621	1.40E-54	0.809169	12	5.30E-14	1.20E-60	0.81543	0.0062579	teosinte/maize	Zm00001d013964
CG	5	27330360	27330514	2.30E-24	0.517713	10	4.30E-14	1.90E-30	0.67089	0.15317	teosinte/maize	Zm00001d013984
CG	5	28635926	28636155	4.50E-06	-0.414686	9	1.70E-13	3.80E-12	0.13025	0.54493	teosinte/maize	Zm00001d014013
