Context	Comparsion	Chr_D	Start_D	end_D	meth(PopA-PopB)	Chr_F	Start_F	end_F	Feature	Overlap(bp)
CG	Teosinte/Maize	9	36017714	36018447	-0.420062	9	36013890	36018889	Gene_down_5k	733
CG	Teosinte/Maize	9	36416058	36416342	0.650326	9	36414981	36497321	TE	284
CG	Teosinte/Maize	9	36520484	36521559	0.850838	9	36515753	36530425	Intergenic	1075
CG	Teosinte/Maize	9	36761889	36762330	0.587514	9	36754643	36800943	TE	441
CG	Teosinte/Maize	9	36832330	36832661	0.445775	9	36824718	36834342	TE	331
CG	Teosinte/Maize	9	40007811	40008366	-0.473846	9	40005555	40009637	Intergenic	555
CG	Teosinte/Maize	9	40095083	40095797	0.426819	9	40086448	40097184	Intergenic	714
CG	Teosinte/Maize	9	40105660	40105966	0.478391	9	40102185	40108023	Exon	306
CG	Teosinte/Maize	9	48743793	48743979	0.843174	9	48740541	48751365	TE	186
CG	Teosinte/Maize	9	50244105	50244251	-0.510983	9	50244115	50244599	Intron	136
CG	Teosinte/Maize	9	50992038	50992483	0.469254	9	50988715	50993714	Gene_up_5k	445
CG	Teosinte/Maize	9	52566238	52566843	-0.45383	9	52558419	52571057	Intergenic	605
CG	Teosinte/Maize	9	54269943	54270534	0.475854	9	54267662	54271251	Intergenic	591
CG	Teosinte/Maize	9	54563162	54563694	-0.679373	9	54545856	54565628	TE	532
CG	Teosinte/Maize	9	55118990	55119475	-0.504216	9	55111284	55120684	TE	485
CG	Teosinte/Maize	9	55851413	55851651	0.811893	9	55847150	55918735	TE	238
CG	Teosinte/Maize	9	55971601	55972659	-0.651865	9	55971082	56042250	TE	1058
CG	Teosinte/Maize	9	56042408	56042703	-0.601605	9	56042251	56042865	Intergenic	295
CG	Teosinte/Maize	9	56043013	56043253	-0.600802	9	56042866	56048949	TE	240
CG	Teosinte/Maize	9	58267357	58267594	0.693547	9	58233588	58270765	TE	237
CG	Teosinte/Maize	9	58962857	58963747	0.76093	9	58962606	58967605	Gene_down_5k	890
CG	Teosinte/Maize	9	59070326	59070422	0.412088	9	59066733	59083871	Intergenic	96
CG	Teosinte/Maize	9	60527804	60528610	-0.733343	9	60523893	60528725	Intergenic	806
CG	Teosinte/Maize	9	60535683	60535898	-0.680278	9	60535559	60538969	Intergenic	215
CG	Teosinte/Maize	9	60807035	60807393	-0.414804	9	60806309	60811973	TE	358
CG	Teosinte/Maize	9	60936517	60936664	0.588236	9	60936188	60937976	Intergenic	147
CG	Teosinte/Maize	9	60991057	60991200	-0.476395	9	60973400	60991629	TE	143
CG	Teosinte/Maize	9	60991971	60992123	-0.678323	9	60991630	60993619	Intergenic	152
CG	Teosinte/Maize	9	61923905	61924119	-0.679877	9	61923948	61928947	Gene_up_5k	171
CG	Teosinte/Maize	9	62033611	62033911	0.56281	9	62025300	62040411	TE	300
CG	Teosinte/Maize	9	67112922	67113668	0.487377	9	67109693	67118475	Intergenic	746
CG	Teosinte/Maize	9	72645063	72645284	0.695859	9	72639021	72646497	Intergenic	221
CG	Teosinte/Maize	9	73619937	73620242	0.463003	9	73616310	73621309	Gene_down_5k	305
CG	Teosinte/Maize	9	76889279	76889543	0.538464	9	76884764	76889763	Gene_down_5k	264
CG	Teosinte/Maize	9	78334667	78334965	-0.61067	9	78334458	78339457	Gene_down_5k	298
CG	Teosinte/Maize	9	79547484	79547622	0.727872	9	79547280	79557465	TE	138
CG	Teosinte/Maize	9	86097222	86097682	0.527218	9	86090203	86114693	Intergenic	460
CG	Teosinte/Maize	9	86460648	86460714	0.509931	9	86442587	86461909	Intergenic	66
CG	Teosinte/Maize	9	89465935	89466145	0.865534	9	89461684	89466683	Gene_down_5k	210
CG	Teosinte/Maize	9	89529890	89530090	0.689454	9	89521099	89531453	Intergenic	200
CG	Teosinte/Maize	9	95196721	95196900	0.878349	9	95195560	95200559	Gene_up_5k	179
CG	Teosinte/Maize	9	99667605	99667949	-0.454223	9	99658915	99668677	Exon	344
CG	Teosinte/Maize	9	104245509	104245786	0.869348	9	104244488	104246998	Exon	277
CG	Teosinte/Maize	9	106470421	106470622	0.548768	9	106470101	106473011	Intron	201
CG	Teosinte/Maize	9	106734879	106735028	0.880811	9	106732333	106737332	Gene_up_5k	149
CG	Teosinte/Maize	9	110202115	110202998	-0.41136	9	110202169	110202805	Exon	636
CG	Teosinte/Maize	9	111694961	111695982	0.896452	9	111694793	111695699	Exon	738
CG	Teosinte/Maize	9	113503840	113504503	-0.510333	9	113502413	113507412	Gene_up_5k	663
CG	Teosinte/Maize	9	119248294	119248741	0.65401	9	119244298	119249297	Gene_up_5k	447
CG	Teosinte/Maize	9	119362624	119363099	-0.491137	9	119353482	119366870	TE	475
CG	Teosinte/Maize	9	119871448	119871999	0.791045	9	119871723	119876722	Gene_up_5k	276
CG	Teosinte/Maize	9	120191462	120192793	0.858535	9	120191389	120193153	Exon	1331
CG	Teosinte/Maize	9	122464176	122464356	0.511152	9	122464162	122464400	Exon	180
CG	Teosinte/Maize	9	122465306	122465487	0.607691	9	122464848	122465463	Intron	157
CG	Teosinte/Maize	9	122920684	122921200	-0.647035	9	122921000	122925999	Gene_up_5k	200
CG	Teosinte/Maize	9	125665066	125665585	-0.73173	9	125663636	125668635	Gene_down_5k	519
CG	Teosinte/Maize	9	127690362	127691345	-0.586992	9	127686486	127694859	TE	983
CG	Teosinte/Maize	9	127876368	127876572	0.431033	9	127876088	127876894	Exon	204
CG	Teosinte/Maize	9	129744759	129744943	0.40922	9	129742225	129747224	Gene_down_5k	184
CG	Teosinte/Maize	9	130699398	130699685	-0.644753	9	130694997	130704255	Intron	287
CG	Teosinte/Maize	9	132661984	132662136	0.487624	9	132657499	132662498	Gene_down_5k	152
CG	Teosinte/Maize	9	132748231	132748409	0.532672	9	132744798	132749797	Gene_up_5k	178
CG	Teosinte/Maize	9	132770144	132770399	-0.479676	9	132766872	132771871	Gene_up_5k	255
CG	Teosinte/Maize	9	133463197	133463607	-0.437523	9	133463059	133463893	Intron	410
CG	Teosinte/Maize	9	133669890	133669975	0.755533	9	133648173	133685444	TE	85
CG	Teosinte/Maize	9	133829071	133829733	0.481169	9	133826234	133840858	TE	662
CG	Teosinte/Maize	9	134026597	134027006	-0.424798	9	134025005	134027671	Exon	409
CG	Teosinte/Maize	9	134121820	134121981	-0.88164	9	134109241	134122680	TE	161
CG	Teosinte/Maize	9	135201614	135201780	-0.724174	9	135201168	135203418	Intergenic	166
CG	Teosinte/Maize	9	136877425	136877656	0.752365	9	136858672	136901972	TE	231
CG	Teosinte/Maize	9	137785508	137785618	0.901768	9	137782062	137787061	Gene_up_5k	110
CG	Teosinte/Maize	9	137824738	137825245	0.574298	9	137824215	137831507	Intron	507
CG	Teosinte/Maize	9	140497986	140498114	-0.667823	9	140497709	140506695	TE	128
CG	Teosinte/Maize	9	143522644	143522781	0.651697	9	143522028	143527027	Gene_down_5k	137
CG	Teosinte/Maize	9	144464936	144465235	0.774172	9	144461715	144466714	Gene_up_5k	299
CG	Teosinte/Maize	9	146611202	146611480	-0.577188	9	146611340	146611531	Exon	140
CG	Teosinte/Maize	9	148911187	148912005	0.579643	9	148904349	148916549	TE	818
CG	Teosinte/Maize	9	149326398	149327294	-0.537406	9	149324630	149327988	TE	896
CG	Teosinte/Maize	9	150752072	150752649	-0.407249	9	150660635	150759618	TE	577
CG	Teosinte/Maize	9	153247852	153248348	0.516626	9	153245495	153250494	Gene_up_5k	496
CG	Teosinte/Maize	9	153254072	153254343	0.567373	9	153249410	153254409	Gene_down_5k	271
CG	Teosinte/Maize	9	153335053	153335394	0.760183	9	153330549	153342905	Intergenic	341
CG	Teosinte/Maize	9	155234157	155234747	-0.644674	9	155231300	155236299	Gene_down_5k	590
CG	Teosinte/Maize	9	157632789	157633350	0.509301	9	157631952	157636951	Gene_up_5k	561
CG	Teosinte/Maize	9	158551237	158551408	-0.5497	9	158551309	158569922	TE	99
CG	Teosinte/Maize	10	121969	122335	-0.456075	10	121470	126321	Intergenic	366
CG	Teosinte/Maize	10	133868	134187	-0.5167	10	131322	134730	Exon	319
CG	Teosinte/Maize	10	136544	137022	0.597396	10	134731	139730	Gene_down_5k	478
CG	Teosinte/Maize	10	1048331	1048538	0.587043	10	1040353	1049405	TE	207
CG	Teosinte/Maize	10	3653308	3653444	-0.408042	10	3651997	3653603	Exon	136
CG	Teosinte/Maize	10	3998832	3999150	0.423137	10	3998103	4003102	Gene_down_5k	318
CG	Teosinte/Maize	10	4042027	4042207	0.443822	10	3995538	4071383	TE	180
CG	Teosinte/Maize	10	4291858	4292030	-0.416472	10	4288119	4293118	Gene_down_5k	172
CG	Teosinte/Maize	10	8419521	8419619	0.650026	10	8417239	8420371	Intergenic	98
CG	Teosinte/Maize	10	8727287	8728127	-0.425616	10	8724371	8729370	Gene_down_5k	840
CG	Teosinte/Maize	10	15452317	15452498	0.61026	10	15436432	15534647	TE	181
CG	Teosinte/Maize	10	16869695	16870584	0.449823	10	16869365	16874364	Gene_up_5k	889
CG	Teosinte/Maize	10	16935231	16935920	0.75625	10	16913684	16941275	TE	689
CG	Teosinte/Maize	10	17275789	17276319	0.419284	10	17271458	17276457	Gene_up_5k	530
CG	Teosinte/Maize	10	18516192	18516767	0.525324	10	18497236	18525705	Intergenic	575
CG	Teosinte/Maize	10	21378065	21378812	-0.419378	10	21361648	21380333	Intergenic	747
CG	Teosinte/Maize	10	21444270	21445093	0.613157	10	21443671	21448729	Intergenic	823
CG	Teosinte/Maize	10	22801485	22801801	0.432611	10	22799035	22804034	Gene_up_5k	316
CG	Teosinte/Maize	10	25701358	25701587	0.883912	10	25694343	25710660	Intergenic	229
CG	Teosinte/Maize	10	29148686	29148816	0.560897	10	29148234	29148909	Exon	130
CG	Teosinte/Maize	10	31259323	31259502	0.531867	10	31258555	31263554	Gene_up_5k	179
CG	Teosinte/Maize	10	33047197	33047560	0.697278	10	33044536	33055933	TE	363
CG	Teosinte/Maize	10	33621749	33621901	-0.710062	10	33613973	33627577	TE	152
CG	Teosinte/Maize	10	33925447	33925834	-0.658457	10	33924875	33925976	Exon	387
CG	Teosinte/Maize	10	34047107	34047905	-0.602996	10	34046233	34050707	Intergenic	798
CG	Teosinte/Maize	10	34063416	34063874	-0.864934	10	34062652	34077158	Intergenic	458
CG	Teosinte/Maize	10	34101147	34101402	-0.617038	10	34099122	34104826	Intergenic	255
CG	Teosinte/Maize	10	34971835	34972577	0.469106	10	34954380	34972892	TE	742
CG	Teosinte/Maize	10	35677201	35677544	0.467902	10	35662920	35678518	TE	343
CG	Teosinte/Maize	10	35751961	35752218	0.880559	10	35737194	35760327	Intergenic	257
CG	Teosinte/Maize	10	35973443	35973920	0.668641	10	35964238	35977875	TE	477
CG	Teosinte/Maize	10	36999091	36999475	-0.699497	10	36987465	36999504	Intergenic	384
CG	Teosinte/Maize	10	38362023	38362181	0.504832	10	38329918	38397218	TE	158
CG	Teosinte/Maize	10	39278245	39278728	0.424641	10	39270498	39285024	Intergenic	483
CG	Teosinte/Maize	10	40896117	40896336	0.574149	10	40896035	40896856	Exon	219
CG	Teosinte/Maize	10	40896854	40897136	0.433217	10	40889055	40914613	TE	282
CG	Teosinte/Maize	10	42752123	42752354	0.51593	10	42751148	42755540	Intergenic	231
CG	Teosinte/Maize	10	42833949	42834267	0.476983	10	42830991	42896358	TE	318
CG	Teosinte/Maize	10	44090026	44090272	0.516519	10	44089663	44093888	Intergenic	246
CG	Teosinte/Maize	10	44167753	44167904	0.608672	10	44162725	44174286	Intergenic	151
CG	Teosinte/Maize	10	45008192	45008346	0.736121	10	45005294	45023874	TE	154
CG	Teosinte/Maize	10	45770983	45771531	0.897075	10	45750978	45793600	TE	548
CG	Teosinte/Maize	10	45783959	45784730	0.733958	10	45750978	45793600	TE	771
CG	Teosinte/Maize	10	46809100	46809402	0.922313	10	46808993	46812816	TE	302
CG	Teosinte/Maize	10	47327955	47328300	0.900116	10	47327586	47332585	Gene_down_5k	345
CG	Teosinte/Maize	10	51318840	51319402	-0.62296	10	51315314	51327171	Exon	562
CG	Teosinte/Maize	10	51688803	51689218	-0.760135	10	51683836	51694716	Intergenic	415
CG	Teosinte/Maize	10	51901625	51901935	-0.620804	10	51900675	51905674	Gene_up_5k	310
CG	Teosinte/Maize	10	52236443	52236953	0.404661	10	52231608	52239172	TE	510
CG	Teosinte/Maize	10	52261497	52261914	0.922362	10	52261611	52276214	TE	303
CG	Teosinte/Maize	10	53435929	53436066	0.590508	10	53434814	53439813	Gene_up_5k	137
CG	Teosinte/Maize	10	53531538	53531838	-0.576705	10	53530372	53535371	Gene_up_5k	300
CG	Teosinte/Maize	10	53645048	53645788	-0.468189	10	53642672	53646235	Intergenic	740
CG	Teosinte/Maize	10	54995009	54995208	0.499933	10	54993993	54998992	Gene_up_5k	199
CG	Teosinte/Maize	10	58319799	58320044	0.509694	10	58318374	58328544	TE	245
CG	Teosinte/Maize	10	58557325	58557767	-0.807753	10	58557439	58562438	Gene_up_5k	328
CG	Teosinte/Maize	10	62020570	62020877	-0.504764	10	62018189	62023188	Gene_down_5k	307
CG	Teosinte/Maize	10	67238695	67239009	0.797031	10	67232767	67251049	TE	314
CG	Teosinte/Maize	10	67244893	67245615	0.770282	10	67232767	67251049	TE	722
CG	Teosinte/Maize	10	68645214	68646001	0.448624	10	68628817	68647765	TE	787
CG	Teosinte/Maize	10	69451889	69452243	0.829507	10	69445582	69473237	Intergenic	354
CG	Teosinte/Maize	10	72472849	72473244	0.411211	10	72465690	72474665	Intergenic	395
CG	Teosinte/Maize	10	78547698	78547756	0.42612	10	78546274	78547806	Exon	58
CG	Teosinte/Maize	10	81352108	81352372	-0.444433	10	81348456	81353455	Gene_up_5k	264
CG	Teosinte/Maize	10	82041911	82042304	-0.440889	10	82041858	82042897	Exon	393
CG	Teosinte/Maize	10	82084405	82084829	0.437064	10	82082331	82094062	TE	424
CG	Teosinte/Maize	10	82875576	82875904	0.580722	10	82873456	82878455	Gene_down_5k	328
CG	Teosinte/Maize	10	84502453	84503108	0.748429	10	84494424	84506842	TE	655
CG	Teosinte/Maize	10	84541027	84541272	-0.603832	10	84541146	84541650	Intron	126
CG	Teosinte/Maize	10	87432924	87433426	0.438837	10	87424876	87436302	Intergenic	502
CG	Teosinte/Maize	10	88008559	88008947	0.535219	10	88005982	88009723	Intergenic	388
CG	Teosinte/Maize	10	88149613	88150263	0.531972	10	88147686	88150737	Intergenic	650
CG	Teosinte/Maize	10	88678327	88678868	0.651498	10	88673768	88678767	Gene_up_5k	440
CG	Teosinte/Maize	10	89236640	89236969	0.495406	10	89236523	89236977	Exon	329
CG	Teosinte/Maize	10	89687952	89688216	-0.414899	10	89687263	89688738	Exon	264
CG	Teosinte/Maize	10	91847259	91847665	-0.556336	10	91834642	91848896	Intergenic	406
CG	Teosinte/Maize	10	96592476	96592612	-0.454073	10	96592529	96592679	Exon	83
CG	Teosinte/Maize	10	96817152	96817821	0.417867	10	96816679	96821678	Gene_down_5k	669
CG	Teosinte/Maize	10	96959217	96959784	-0.404308	10	96956678	96966490	Intron	567
CG	Teosinte/Maize	10	100057649	100058289	0.415736	10	100054102	100059101	Gene_down_5k	640
CG	Teosinte/Maize	10	100276692	100277200	0.511437	10	100273428	100278427	Gene_down_5k	508
CG	Teosinte/Maize	10	100277255	100277493	0.658905	10	100273428	100278427	Gene_down_5k	238
CG	Teosinte/Maize	10	100282839	100282936	-0.762161	10	100281819	100286818	Gene_up_5k	97
CG	Teosinte/Maize	10	100522495	100522677	-0.577989	10	100522055	100528598	Intergenic	182
CG	Teosinte/Maize	10	100956781	100957252	0.486414	10	100956936	100957474	Exon	316
CG	Teosinte/Maize	10	101502093	101502336	0.819391	10	101497592	101505533	Intergenic	243
CG	Teosinte/Maize	10	104575021	104575558	-0.516615	10	104574417	104575544	Exon	523
CG	Teosinte/Maize	10	104815439	104815999	0.732731	10	104811348	104816347	Gene_down_5k	560
CG	Teosinte/Maize	10	105170152	105170583	0.822295	10	105167489	105171461	Intergenic	431
CG	Teosinte/Maize	10	105266605	105267204	0.880651	10	105266261	105267370	TE	599
CG	Teosinte/Maize	10	106109954	106110326	0.48907	10	106109653	106114873	Intergenic	372
CG	Teosinte/Maize	10	106763604	106763727	-0.598823	10	106759011	106764010	Gene_down_5k	123
CG	Teosinte/Maize	10	109136589	109136779	-0.505617	10	109135804	109137912	Exon	190
CG	Teosinte/Maize	10	110658551	110658835	-0.472769	10	110658013	110659683	Exon	284
CG	Teosinte/Maize	10	110857329	110857661	0.735887	10	110856774	110862756	Intergenic	332
CG	Teosinte/Maize	10	112344452	112344771	-0.482917	10	112342972	112345559	Intergenic	319
CG	Teosinte/Maize	10	112358150	112358328	0.440873	10	112357053	112364197	Intergenic	178
CG	Teosinte/Maize	10	112380734	112381007	-0.51228	10	112377799	112383964	Intergenic	273
CG	Teosinte/Maize	10	117494727	117494915	0.469147	10	117492747	117502247	Intergenic	188
CG	Teosinte/Maize	10	117576054	117576505	-0.489685	10	117566327	117582395	TE	451
CG	Teosinte/Maize	10	117663308	117663722	0.58336	10	117662342	117667967	Intergenic	414
CG	Teosinte/Maize	10	122504797	122504875	0.841302	10	122504798	122509797	Gene_up_5k	77
CG	Teosinte/Maize	10	123039535	123039892	0.832121	10	123038508	123043507	Gene_up_5k	357
CG	Teosinte/Maize	10	123197606	123198141	0.763786	10	123195599	123198750	Intergenic	535
CG	Teosinte/Maize	10	125794233	125794630	-0.859239	10	125792973	125797972	Gene_up_5k	397
CG	Teosinte/Maize	10	126421825	126422141	-0.516875	10	126420989	126422316	Exon	316
CG	Teosinte/Maize	10	126536220	126537004	-0.437963	10	126532243	126537242	Gene_up_5k	784
CG	Teosinte/Maize	10	126886619	126886764	-0.482434	10	126886635	126886707	Intron	72
CG	Teosinte/Maize	10	128124580	128125071	0.79356	10	128113104	128125413	Intergenic	491
CG	Teosinte/Maize	10	128605530	128605891	-0.43457	10	128605358	128606246	Exon	361
CG	Teosinte/Maize	10	129106982	129107164	0.503912	10	129103410	129108409	Gene_up_5k	182
CG	Teosinte/Maize	10	130536875	130537164	0.407735	10	130536913	130537444	Exon	251
CG	Teosinte/Maize	10	131994158	131994518	-0.41608	10	131994078	131994489	Intron	331
CG	Teosinte/Maize	10	133780035	133780236	-0.5819	10	133779874	133784873	Gene_down_5k	201
CG	Teosinte/Maize	10	133980043	133980423	0.904587	10	133978999	133983998	Gene_down_5k	380
CG	Teosinte/Maize	10	135130116	135130431	-0.435434	10	135127402	135131627	Exon	315
CG	Teosinte/Maize	10	136676401	136676627	-0.572935	10	136676178	136676693	Intergenic	226
CG	Teosinte/Maize	10	140995298	140995577	0.434861	10	140992129	140997128	Gene_up_5k	279
CG	Teosinte/Maize	10	141903191	141903571	0.604004	10	141886163	141906059	TE	380
CG	Teosinte/Maize	10	142621360	142621904	0.413726	10	142621321	142622387	Exon	544
CG	Teosinte/Maize	10	143158152	143159025	-0.516252	10	143157797	143162796	Gene_up_5k	873
CG	Teosinte/Maize	10	143237637	143238098	-0.46148	10	143231228	143251115	TE	461
CG	Teosinte/Maize	10	143264500	143265140	0.812626	10	143264481	143264935	Exon	435
CG	Teosinte/Maize	10	143652898	143653114	0.521638	10	143649895	143654894	Gene_up_5k	216
CG	Teosinte/Maize	10	143981443	143982040	-0.40536	10	143979495	143982889	Exon	597
CG	Teosinte/Maize	10	145717461	145718000	0.427573	10	145713912	145718911	Gene_down_5k	539
CG	Teosinte/Maize	10	146101905	146102176	-0.499006	10	146101871	146102717	Exon	271
CG	Teosinte/Maize	10	146695002	146695181	-0.539753	10	146686102	146697151	Intergenic	179
CG	Teosinte/Maize	10	147477463	147477838	0.408198	10	147474321	147479320	Gene_down_5k	375
CG	Teosinte/Maize	10	147479166	147479492	0.904584	10	147474532	147487908	TE	326
CG	Teosinte/Maize	10	147482263	147482508	0.438081	10	147474532	147487908	TE	245
CG	Teosinte/Maize	10	149049749	149050274	0.548243	10	149048904	149053903	Gene_up_5k	525
CG	Teosinte/Maize	10	149388521	149388747	0.496961	10	149384170	149389169	Gene_up_5k	226
CG	Teosinte/Maize	10	149487396	149488790	0.786764	10	149486791	149491790	Gene_down_5k	1394
CG	Teosinte/Maize	10	150317702	150317974	-0.558563	10	150315505	150318102	Exon	272
CG	Teosinte/Maize	10	150665558	150665858	0.568649	10	150662953	150673676	Intergenic	300
CG	Teosinte/Maize	10	150830236	150830470	0.777511	10	150826479	150831478	Gene_down_5k	234
CHG	Landrace/Maize	1	209391	209724	0.459465	1	204979	209978	Gene_down_5k	333
CHG	Landrace/Maize	1	23270723	23271520	0.42657	1	23270018	23275017	Gene_down_5k	797
CHG	Landrace/Maize	1	23699357	23699992	-0.43867	1	23692160	23708445	TE	635
CHG	Landrace/Maize	1	34440810	34441037	0.520741	1	34438812	34448285	Intergenic	227
CHG	Landrace/Maize	1	87096442	87096570	0.502759	1	87096328	87097200	Exon	128
CHG	Landrace/Maize	1	99225950	99226167	-0.400929	1	99213834	99227707	TE	217
CHG	Landrace/Maize	1	106083194	106083506	-0.523247	1	106077472	106085614	Intergenic	312
CHG	Landrace/Maize	1	111880309	111880812	0.425797	1	111872951	111881744	Intron	503
CHG	Landrace/Maize	1	123675452	123675894	0.401123	1	123651420	123698884	TE	442
CHG	Landrace/Maize	1	124798253	124798594	-0.404337	1	124750111	124815756	TE	341
CHG	Landrace/Maize	1	135668323	135669042	0.492652	1	135658064	135712526	TE	719
CHG	Landrace/Maize	1	158665040	158665656	0.697442	1	158664418	158666141	Exon	616
CHG	Landrace/Maize	1	169226880	169226984	0.477461	1	169224481	169229480	Gene_up_5k	104
CHG	Landrace/Maize	1	180687663	180688061	0.531076	1	180686788	180701300	Intergenic	398
CHG	Landrace/Maize	1	183531139	183532414	0.415578	1	183524174	183538405	TE	1275
CHG	Landrace/Maize	1	211147679	211147947	0.429476	1	211147602	211148020	Exon	268
CHG	Landrace/Maize	1	215404335	215404485	0.472771	1	215403794	215408793	Gene_up_5k	150
CHG	Landrace/Maize	1	215415062	215415235	0.449851	1	215408794	215415257	Intergenic	173
CHG	Landrace/Maize	1	215415736	215416066	0.484806	1	215415258	215420257	Gene_down_5k	330
CHG	Landrace/Maize	1	259329666	259330068	0.489309	1	259329193	259330535	Exon	402
CHG	Landrace/Maize	1	260487940	260488250	-0.428082	1	260487352	260490951	Intergenic	310
CHG	Landrace/Maize	1	265252475	265252796	0.492075	1	265249173	265254172	Gene_up_5k	321
CHG	Landrace/Maize	2	8255727	8255805	-0.442522	2	8254579	8255924	Exon	78
