Marker	Chr	Genetic	v2	v4
IDP7340	9	126.3	142,469,881	145085435
IDP7341	4	93.9	36,516,763	38171694
IDP7342	2	98.1	26,881,246	28255343
IDP7343	6	33.4	98,293,177	101158634
IDP7344	1	158.4	150,224,188	152150868
IDP7345	10	112.4	143,176,449	143893518
IDP7346	9	82.5	99,440,646	102883839
IDP7347	3	14	2,719,258	1992027
IDP7348	3	265.8	228,259,176	232174701
IDP7349	5	189.3	203,796,934	209242267
IDP735	2	133.1	152,103,896	156818192
IDP7351	1	166.2	167,000,549	168703502
IDP7352	8	112.7	135,350,309	139305142
IDP7353	8	61.3	20,973,913	21652197
IDP7354	4	1.8	136,254	297534
IDP7355	2	31.6	8,912,911	9088172
IDP7359	7	199.6	166,855,939	172484493
IDP7360	3	224.9	213,786,777	217462780
IDP7362	5	121.8	155,810,019	159613987
IDP7364	9	97.4	126,998,738	129013765
IDP7365	5	25.1	3,788,502	3902010
IDP7366	3	96.4	42,255,252	41725542
IDP7368	6	3.2	2,395,805	2409192
IDP7369	2	3.8	1,462,652	1441120
IDP737	5	193.5	204,627,673	210386458
IDP7370	2	138.9	176,017,124	181230933
IDP7371	9	109.6	137,409,983	139999350
IDP7372	4	125.6	158,493,801	161950422
IDP7373	1	326.7	278,127,002	283159552
IDP7377	3	177.2	195,397,345	198369782
IDP7378	8	100.7	119,040,868	122043337
IDP738	1	317.9	270,661,639	275423230
IDP7380	3	44.2	8,120,361	7300353
IDP7382	5	115.5	145,259,359	148685821
IDP7383	4	81.8	18,589,043	19771327
IDP7384	3	95.5	35,739,532	35448599
IDP7386	1	321.5	272,272,426	277056413
IDP7387	1	385.4	297,376,827	302869098
IDP7388	8	110.6	131,689,061	135650820
IDP7389	4	96.5	38,289,368	39987549
IDP739	1	131.2	60,966,072	61729130
IDP7391	2	91.4	21,266,939	22572667
IDP7393	3	86	22,348,381	21838379
IDP7396	3	229.5	216,232,542	219798253
IDP7398	4	242.5	239,684,333	245087969
IDP7399	1	158.4	111,271,818	113763301
IDP7400	10	66.5	111,776,296	112659705
IDP7402	7	143.7	154,467,567	159790080
IDP7404	3	177.2	194,424,698	197409916
IDP7405	1	196.7	191,440,782	193692751
IDP7406	3	95.5	32,241,341	31838020
IDP7407	4	103.7	60,239,848	62651615
IDP7408	1	184.7	183,814,041	185883703
IDP741	1	175.3	179,641,834	181630810
IDP7411	10	83.7	134,457,830	135596354
IDP7412	1	258.2	229,517,433	233042744
IDP7413	1	56.4	18,053,103	18378554
IDP7414	1	166.6	170,534,344	172413223
IDP7415	4	196.8	224,879,943	229141898
IDP7416	6	24.4	82,862,310	85905591
IDP7417	3	116.9	148,978,108	150288641
IDP7418	4	197.9	228,011,299	232990778
IDP7420	1	148	84,061,139	85773779
IDP7421	10	78.4	132,545,492	133770805
IDP7425	4	221.5	236,903,150	242156489
IDP7426	2	138	174,474,435	179321127
IDP7427	2	138.9	174,476,952	179323644
IDP7429	5	185.4	202,520,015	207956894
IDP743	10	63.3	92,132,916	92330096
IDP7431	9	78.7	91,043,356	94415564
IDP7432	6	19.8	29,298,493	30766188
IDP7434	5	127	168,256,535	172214211
IDP7436	5	164	191,113,867	196472181
IDP7437	10	71	120,280,494	121361399
IDP7438	1	232.3	207,602,988	210450272
IDP7439	2	88.8	20,536,774	21823196
IDP744	7	212.9	169,478,216	175046053
IDP7440	10	96.4	139,010,553	140263606
IDP7441	2	100.1	29,267,071	30713519
IDP7443	6	80.7	146,477,488	150515479
IDP7444	10	54.9	77,107,186	76465394
IDP7445	8	213.4	175,360,384	180638923
IDP7446	2	129	111,204,578	114437367
IDP7447	4	111.3	134,622,582	137842963
IDP7449	2	133.1	153,857,674	158477613
IDP7450	6	84.2	147,688,090	151747294
IDP7451	1	204.8	194,661,668	197050667
IDP7453	3	106.5	135,910,160	136601760
IDP7454	6	129.3	161,723,771	165906322
IDP7456	8	108.5	130,725,470	134631936
IDP7457	6	13.7	18,711,083	16091212
IDP7458	4	201.8	230,347,633	235371942
IDP7459	1	351.3	287,292,563	292479092
IDP746	2	134	152,695,014	157408621
IDP7461	7	77.4	11,335,056	11579995
IDP7466	2	39.6	9,445,429	9619046
IDP7467	3	98.3	55,165,961	55086525
IDP7468	6	23.2	38,070,494	39828424
IDP7470	2	149.3	192,432,334	198177461
IDP7471	1	172.6	176,053,634	177981941
IDP7472	4	235.3	238,436,413	243769892
IDP7473	9	176.7	151,245,821	154419631
IDP7478	1	46.6	14,102,032	14318521
IDP7479	3	187	197,320,813	200378074
IDP748	3	210.7	208,900,189	212449927
IDP7480	1	125.6	54,533,929	55179005
IDP7482	5	90.7	21,363,788	21905564
IDP7484	5	113	84,820,946	87050652
IDP7486	3	252.8	223,737,614	227491948
IDP7487	1	328.4	277,376,701	282392936
IDP7488	10	9	2,656,000	2239213
IDP749	6	13.7	8,106,521	8532515
IDP7491	2	149.3	192,411,502	198156573
IDP7493	6	126.8	159,725,073	163896596
IDP7494	6	24.4	88,701,402	91295963
IDP7495	8	99.7	122,751,060	126075580
IDP7496	5	166	192,433,377	197816860
IDP7498	3	106.5	127,697,494	128235578
IDP750	2	131.2	144,048,860	148563623
IDP7500	3	166.5	184,814,775	187827012
IDP7501	6	86.6	148,827,182	152871455
IDP7503	6	107.1	153,501,528	157680408
IDP7504	4	164.1	181,424,008	184367186
IDP7505	3	216.3	208,940,733	212521489
IDP7508	6	80.7	146,213,703	150251905
IDP7509	9	192.1	153,503,909	156665145
IDP751	1	152.4	90,545,194	92564720
IDP7510	1	323.1	272,800,887	277602658
IDP7513	9	61.4	19,229,804	19135516
IDP7514	6	3.2	2,437,978	2453584
IDP7519	2	115.4	44,795,858	46658048
IDP7521	1	258.2	227,753,057	231366888
IDP7522	4	145.8	174,049,904	177088785
IDP7524	7	41.6	4,839,739	5096825
IDP7525	4	182.4	199,278,157	203610641
IDP7530	1	166.6	173,228,036	175164935
IDP7531	1	249.4	220,204,941	223444137
IDP7532	7	137.8	152,777,336	158110493
IDP7533	4	70.4	15,524,940	16643973
IDP7534	9	75.7	62,256,847	67848388
IDP7535	9	198.5	154,383,601	157553815
IDP7536	3	245.6	220,769,152	224508111
IDP7537	1	124.4	53,620,215	54250485
IDP7539	2	237.8	233,257,093	240149060
IDP754	7	97.2	118,015,907	121725894
IDP7541	10	99.6	139,859,989	140563881
IDP7542	4	117	154,264,148	157826237
IDP7543	5	136.7	174,411,002	178511001
IDP7544	3	154.5	179,992,010	182850460
IDP7545	6	112.4	156,399,181	160540950
IDP7546	3	224.9	214,738,116	218373633
IDP7547	4	114.1	145,729,768	149088397
IDP7548	4	209.6	235,295,040	240519596
IDP7549	3	240.6	219,578,959	223246103
IDP755	1	15.3	5,386,833	5470694
IDP7551	2	105.7	36,767,880	38268672
IDP7552	7	138.4	152,779,759	158108070
IDP7555	9	168.6	150,715,543	153885055
IDP7556	9	95	124,235,001	126279517
IDP7557	4	209.6	234,900,889	240107277
IDP7558	1	378	295,723,359	301229408
IDP7559	4	194.6	223,438,985	227760726
IDP756	9	94.5	122,826,736	124767198
IDP7560	5	90.7	22,357,561	22865054
IDP7562	8	5.3	2,052,051	2197553
IDP7563	1	351.3	286,844,871	292036439
IDP7565	3	96.4	41,184,450	40869146
IDP7566	9	78	87,824,485	91198903
IDP7567	2	187.7	215,288,481	222131980
IDP7568	1	342.5	284,804,901	289949819
IDP7569	3	100	60,694,273	60732758
IDP7570	3	26.8	4,640,638	3909696
IDP7571	4	208.4	234,428,870	239627094
IDP7574	7	97.9	121,984,564	125840258
IDP7575	3	106.5	129,970,267	130499942
IDP7576	1	134.4	71,019,371	72298810
IDP7577	7	96.8	115,692,794	119112590
IDP758	5	168.1	193,444,622	198872590
IDP7580	2	164.2	203,473,824	210033847
IDP7581	3	204.6	205,261,041	208699819
IDP7583	1	78.6	30,750,736	31048888
IDP7584	1	246.4	216,471,624	219630393
IDP7586	2	131.2	149,512,993	154107890
IDP7587	6	23.5	73,859,186	76725297
IDP7589	5	106	56,359,104	58161056
IDP7590	1	158.4	141,071,012	143316751
IDP7591	8	58	20,307,114	21004754
IDP7592	8	75.2	32,602,929	33467262
IDP7593	4	172.5	189,369,037	193548122
IDP7594	2	129	107,315,641	110343989
IDP7595	9	109.6	137,734,530	140363834
IDP7596	2	203.4	221,323,238	228279879
IDP7598	7	124.4	138,559,225	143285235
IDP7599	1	315.2	267,546,348	272345191
IDP760	9	23.1	7,699,314	7295931
IDP7601	6	45.2	107,366,978	112023366
IDP7603	6	24.7	62,132,958	64882933
IDP7604	7	160.6	158,460,317	163880287
IDP7605	2	213.1	224,557,636	231639758
IDP7606	3	268.5	230,016,163	233948281
IDP7607	4	244.8	239,491,514	244890748
IDP761	5	106.9	60,807,833	62645963
IDP7610	3	229.5	216,417,018	219982292
IDP7611	3	176.1	191,158,605	194065852
IDP7612	6	119.7	158,090,854	162271346
IDP7613	3	151.5	179,631,127	182499903
IDP7614	2	210.4	224,335,836	231384688
IDP7618	3	187	199,246,343	202333201
IDP762	1	0	143,281	196780
IDP7620	1	15.3	5,006,435	5120201
IDP7622	6	27.2	94,498,600	97223437
IDP7623	5	186.5	203,616,829	209061443
IDP7624	3	103.7	113,896,248	114244927
IDP7628	2	32	9,006,882	9181671
IDP7629	1	131.2	60,675,239	61469102
IDP763	8	192.2	173,003,918	178339394
IDP7632	1	158.4	156,047,648	157946005
IDP7634	1	330.4	279,566,158	284693275
IDP7635	2	146.4	187,877,018	193501478
IDP7636	4	186.7	202,039,648	206347199
IDP7637	6	45.2	105,341,159	108693698
IDP7639	3	91.3	23,904,235	23377423
IDP764	6	76.3	138,057,382	142399421
IDP7640	3	195	202,136,908	205359198
IDP7642	2	194.3	217,343,660	224121418
IDP7643	9	180.1	152,480,885	155625670
IDP7645	3	96.4	37,941,357	37693686
IDP7646	2	91.4	20,925,255	22213630
IDP7647	10	15.5	3,981,077	3588549
IDP7648	3	103.7	86,837,366	112435092
IDP7651	2	146.4	186,628,318	192210283
IDP7653	10	43.9	11,722,212	11808854
IDP7654	8	93.1	112,530,355	115240308
IDP7656	7	86	19,497,483	20578550
IDP7657	4	71.1	17,329,675	18469151
IDP7658	10	61.4	83,673,214	83536458
IDP7660	2	194.3	217,338,410	224116168
IDP7661	3	190	199,829,828	203956947
IDP7662	3	223.2	211,731,002	215398567
IDP7665	5	106	58,207,814	59975787
IDP7669	8	180.2	171,412,203	176655038
IDP767	7	90.6	50,482,436	52140629
IDP7671	4	110.6	138,576,696	141738349
IDP7674	4	100.1	47,590,343	49704487
IDP7675	3	91.3	24,095,427	23586728
IDP7676	8	106.4	124,706,885	128114909
IDP7677	5	145.5	181,523,736	186108554
IDP7678	3	50.5	8,976,558	8207789
IDP7679	3	116.9	147,807,656	149112172
IDP7680	9	151.7	146,685,695	149619711
IDP7682	5	121.8	155,525,226	159324873
IDP7683	3	236.1	217,935,596	221546001
IDP7685	1	306.7	262,817,652	267653163
IDP7686	2	105.7	34,343,366	35907640
IDP7688	5	8.2	817,565	850024
IDP7689	6	24.4	39,302,613	41089825
IDP7690	7	198.3	166,959,335	172577300
IDP7692	9	76.4	59,097,054	71088640
IDP7693	7	87.1	21,273,743	22314823
IDP7695	3	94.4	32,532,352	32140081
IDP7697	10	39.1	7,727,541	7631002
IDP7698	2	129.8	144,047,916	148562679
IDP77	6	98.9	152,456,614	156602757
IDP7701	4	91.4	31,380,520	32964764
IDP7703	6	76.3	141,863,317	145940764
IDP7704	5	51.1	6,670,972	6934089
IDP7705	4	204	233,541,714	238721467
IDP7706	8	150.1	166,625,224	171844653
IDP7708	1	132.9	62,890,278	63711207
IDP771	8	134.2	163,518,505	168509243
IDP7711	1	32.6	9,378,068	9424051
IDP7712	2	11.2	3,070,929	3078176
IDP7713	8	187.9	172,455,023	177765221
IDP7714	6	161.6	165,099,081	169242985
IDP7716	2	117.6	57,055,849	59180279
IDP7717	3	87.5	19,970,165	19386602
IDP772	1	369.7	294,500,357	300055036
IDP7721	1	392.9	300,422,464	306058093
IDP7722	3	136.3	169,614,610	172226769
IDP7723	8	43.8	13,335,497	13685693
IDP7726	6	130.8	161,554,489	165736928
IDP7730	4	189.9	202,225,711	206537364
IDP7731	4	221.5	236,893,380	242146723
IDP7732	1	306.7	261,489,518	266337563
IDP7734	1	392.9	300,799,555	306417328
IDP7738	2	105.7	38,083,001	39644085
IDP7739	10	43	10,785,249	10822031
IDP7741	7	123.7	134,843,317	138937414
IDP7743	3	169.8	187,715,717	190630617
IDP7744	3	103.7	86,843,836	112428623
IDP7745	5	115.5	141,722,605	145058454
IDP7746	2	59.1	14,821,916	15272836
IDP7750	6	65.4	123,083,149	126952823
IDP7752	4	189.9	213,780,571	217830825
IDP7753	6	119.7	157,774,519	161895800
IDP7754	10	50	22,875,481	23414884
IDP7756	1	257.2	224,373,313	227991328
IDP7757	6	27.2	94,991,199	97725914
IDP7758	7	86	21,277,776	22318856
IDP776	2	11.2	2,630,018	2643407
IDP7760	5	93.2	28,193,770	28890576
IDP7761	2	138.5	169,493,657	174339250
IDP7762	6	18	27,459,775	28893176
IDP7763	6	23.5	71,014,686	73927288
IDP7765	2	138.9	175,342,722	180442068
IDP7766	7	187.9	165,253,016	170845210
IDP7768	1	235.2	210,150,374	213181285
IDP7769	7	119.6	133,943,887	138061186
IDP7771	7	207	168,289,787	173851376
IDP7772	3	223.9	212,154,282	215825954
IDP7775	10	77.7	127,574,564	128609661
IDP7776	10	100.6	139,875,775	140621533
IDP7779	10	52.5	34,483,363	35421183
IDP778	6	23.2	31,422,395	32912664
IDP7780	6	45.2	106,175,454	109547186
IDP7782	8	157.1	167,012,700	172254718
IDP7783	10	125.6	146,164,194	146938464
IDP7784	8	206.1	173,870,422	179110257
IDP7785	1	121.2	52,767,151	53185552
IDP7786	7	93.6	104,614,819	107889619
IDP7787	7	90.6	30,877,063	32004921
IDP7790	10	15.5	4,065,950	3664502
IDP7791	2	240.7	234,100,885	242245814
IDP7792	5	142.7	178,238,738	182317987
IDP7796	10	119.1	144,724,009	145445551
IDP7797	1	173.8	179,594,979	181583306
IDP7799	1	148	81,917,797	83544324
IDP78	5	189.3	204,315,371	209707130
IDP7800	8	0	354,431	429949
IDP7801	6	75.1	135,703,566	139822319
IDP7802	3	175.4	187,608,636	190532330
IDP7804	8	106.4	123,601,177	126969655
IDP7805	4	182.4	200,309,222	204715267
IDP7806	1	293.5	251,157,750	255289049
IDP7807	4	174.8	190,607,674	194771116
IDP7808	2	99.4	28,643,140	30051815
IDP7809	7	123.7	135,303,500	139417996
IDP780b	9	75.7	44,336,141	46115858
IDP781	5	108.6	69,096,895	71063269
IDP7810	10	52.5	55,184,580	56017243
IDP7811	8	99.7	121,893,782	124966241
IDP7814	3	83.9	19,944,381	19355698
IDP7815	8	113.4	140,184,652	144404720
IDP7816	8	30	7,430,203	7749254
IDP7817	1	129.2	56,781,103	57481941
IDP7819	2	146.8	186,900,364	192538229
IDP7820	2	4.9	1,914,015	1905734
IDP7821	1	32.6	8,820,316	8852933
IDP7822	7	157.7	159,028,846	164412315
IDP7825	9	97.4	127,859,356	130098477
IDP7827	6	75.6	134,105,137	138051101
IDP7828	9	0.7	1,020,727	650222
IDP7829	2	105.7	38,559,356	40125712
IDP783	3	192.5	200,430,138	203306673
IDP7830	10	77.7	128,326,398	129425818
IDP7831	3	87.5	20,183,834	19601679
IDP7833	9	59.3	18,242,776	18091246
IDP7834	2	129.4	118,897,708	122884074
IDP7838	10	63.3	88,672,116	88827546
IDP7839	6	13.7	14,985,342	24809669
IDP7841	9	146.4	145,766,598	148606926
IDP7842	1	238.4	213,260,218	216341134
IDP7843	1	252	222,512,996	225896084
IDP7844	1	204.8	193,871,772	196230902
IDP7845	3	114	137,300,162	137968871
IDP7847	6	126.8	159,384,339	163544970
IDP7848	7	2.6	1,190,869	1296489
IDP7849	5	15.8	2,141,965	2199326
IDP785	2	185.9	214,522,327	221307110
IDP7851	10	51.5	23,150,422	23665401
IDP7854	3	263.5	226,975,912	230886889
IDP7857	2	39.6	9,920,216	10107329
IDP7858	3	238	218,005,695	221616093
IDP7859	6	73.9	130,160,669	134243520
IDP7860	2	119.8	57,742,279	59925597
IDP7861	8	84.3	91,198,710	93041708
IDP7862	7	123.7	134,883,770	139024818
IDP7863	2	16.1	3,942,167	3958676
IDP7864	8	149.4	165,409,794	170600646
IDP7865	9	75.7	39,347,753	40935123
IDP7866	8	2.1	937,052	1078991
IDP7868	10	60.7	80,735,875	80156978
IDP7869	7	86	17,178,566	17791928
IDP7870	10	52.5	26,131,865	26769224
IDP7871	7	61.9	7,409,394	7853745
IDP7873	3	133.5	167,070,999	169711645
IDP7874	10	63.3	93,605,394	93843894
IDP7875	9	158.7	149,044,511	152171621
IDP7878	10	72.1	126,491,047	127516666
IDP7879	4	238.8	238,993,135	244416769
IDP788	8	112.7	138,647,066	142734822
IDP7880	7	56.9	6,294,985	6671468
IDP7881	10	52.5	55,605,442	56448320
IDP7882	1	132.9	63,612,172	64477362
IDP7883	6	45.2	105,068,219	108407367
IDP7884	9	157.6	149,005,630	152135177
IDP7885	8	83.6	85,313,271	86971073
IDP7886	3	114	141,620,105	142492812
IDP7889	1	328.4	278,355,266	283404543
IDP789	7	123.7	140,406,440	145139444
IDP7890	6	4.3	3,234,517	3271882
IDP7892	6	13.7	14,559,188	24388918
IDP7894	7	109.9	130,778,654	134786399
IDP7895	2	134.5	158,406,899	163037745
IDP7896	7	91	92,078,742	94949808
IDP7897	2	48.5	12,025,692	12316937
IDP7898	4	150.3	177,339,850	180313307
IDP7899	4	156.1	179,789,045	182739542
IDP79	2	149.3	189,496,640	195225762
IDP790	1	208.7	194,992,998	197350456
IDP7901	4	164.1	181,526,018	184462728
IDP7902	5	8.2	1,251,054	1290696
IDP7904	1	78.6	30,684,742	30967226
IDP7909	1	401.4	298,156,644	303657008
IDP7910	5	193.9	205,155,840	210786589
IDP7911	4	152.4	178,589,669	181559978
IDP7912	4	152.4	178,665,118	181670444
IDP7913	7	166.8	160,592,485	166081902
IDP7914	5	122.5	164,222,492	168108235
IDP7915	10	64.8	102,366,287	102925163
IDP7916	6	84.2	147,542,501	151599090
IDP7919	4	63.6	12,220,873	13140776
IDP7921	1	272.1	240,896,628	244522683
IDP7922	4	136.7	167,399,739	170341546
IDP7924	4	111.3	143,086,756	146409741
IDP7925	6	75.6	135,517,094	139633944
IDP7927	3	240.6	219,583,518	223250514
IDP7928	3	142.9	174,785,197	177298334
IDP7930	6	13.7	14,968,534	24792861
IDP7933	5	17.4	2,291,065	2371559
IDP7935	1	172.6	176,512,769	178460394
IDP7936	1	187.6	188,031,059	190232086
IDP7937	3	100	68,363,226	68539985
IDP7938	1	132.9	64,081,092	64918211
IDP7939	5	92.4	27,482,334	28174368
IDP7940	5	90.7	19,937,104	20415809
IDP7941	5	164.9	192,251,501	197639186
IDP7943	1	149.7	88,012,442	89959071
IDP7946	9	94	120,512,615	122290776
IDP7947	3	91.3	26,077,616	25569549
IDP7948	8	46.9	16,319,407	16862931
IDP7949	2	170.7	206,896,524	213747726
IDP7950	4	114.1	147,010,590	150383874
IDP7954	9	96.2	127,208,942	129390001
IDP7955	8	128.1	161,902,983	166904501
IDP7956	1	45.9	14,452,826	14655357
IDP7957	5	134.6	172,920,240	177041127
IDP7958	8	134.2	162,966,326	167979025
IDP7959	1	120.1	52,153,330	52585479
IDP7960	5	15.8	2,181,876	2232392
IDP7961	9	104.3	136,915,042	139521735
IDP7962	7	103.3	126,352,065	130297694
IDP7963	7	95	109,323,167	112555264
IDP7964	4	224.8	237,268,329	242522433
IDP7966	9	75.7	67,489,633	62587457
IDP7967	5	131.7	171,161,492	175212332
IDP7968	2	31.6	8,954,195	9128978
IDP7974	4	85.9	21,737,866	23000918
IDP7975	10	64.1	99,470,533	99916574
IDP7976	1	129.2	58,576,270	59250545
IDP7977	3	211.8	208,536,512	212106026
IDP7978	8	83.6	87,026,648	88812811
IDP7979	1	215.2	199,107,718	201521870
IDP798	3	263.5	227,621,839	231535398
IDP7980	8	30.9	8,884,663	9218119
IDP7981	4	114.1	147,586,061	150962192
IDP7982	10	64.8	108,118,305	108836825
IDP7984	10	62.9	91,262,484	91495082
IDP7985	1	246.4	216,762,411	219948887
IDP7986	7	211.3	169,214,571	174794601
IDP799	4	127.7	158,299,993	161755960
IDP7994	10	76.3	126,649,918	127673051
IDP7996	9	176.2	151,290,896	154464705
IDP80	7	44.6	5,126,495	5385032
IDP800	6	174.3	168,187,073	172432826
IDP8000	8	44.5	13,287,053	13638827
IDP8002	1	226	202,595,024	205137014
IDP8003	10	76.3	126,537,993	127562828
IDP8004	1	204.8	194,539,954	196912447
IDP8006	3	250.2	221,881,283	225662096
IDP8007	8	99.7	120,607,033	123640041
IDP8009	5	90.7	19,749,133	20234631
IDP8012	8	134.2	163,514,276	168505014
IDP8014	3	147.3	178,151,867	180972858
IDP8015	7	90.6	90,542,031	93455162
IDP8016	1	141.7	74,281,102	75713887
IDP8019	5	136	174,284,275	178381679
IDP802	1	297.2	253,569,977	257829190
IDP8023	6	2.8	2,427,536	2450273
IDP8026	2	220.5	227,537,476	234531149
IDP8028	5	108.6	71,014,994	73084236
IDP8031	2	99.4	29,261,699	30708147
IDP8035	5	121.8	155,815,074	159619042
IDP8038	6	18	27,494,827	28927883
IDP8042	10	52.5	34,253,132	35195475
IDP8043	3	176.5	193,567,877	196516178
IDP8044	9	97.4	127,501,444	129715532
IDP8045	6	3.9	3,236,009	3273374
IDP8046	6	23.2	33,662,387	35199452
IDP8047	7	144.1	155,571,249	160920193
IDP8048	6	86.6	147,990,709	152067663
IDP8049	1	158.4	143,880,590	146076927
IDP8053	9	23.1	7,727,038	7311177
IDP8054	6	140.7	162,381,104	166584781
IDP8056	2	164.2	204,388,690	210945862
IDP8059	5	108.6	71,682,511	73768040
IDP806	1	355.4	288,737,596	294122748
IDP8062	9	23.9	7,437,235	7025087
IDP8065	2	116.5	49,892,629	51921847
IDP8066	3	98.3	55,399,060	55319617
IDP8067	6	98.9	151,453,502	155606804
IDP8068	3	98.3	46,299,115	45923600
IDP8070	6	84.6	148,253,633	152321746
IDP8071	6	24.7	91,165,211	93730033
IDP8073	10	39.1	8,600,689	8537999
IDP8077	3	166.5	185,316,791	188326746
IDP8078	8	46.9	15,284,026	15722645
IDP8079	2	183.8	213,949,604	220737747
IDP808	7	44.6	5,093,147	5351651
IDP8083	6	1.4	367,258	388625
IDP8084	4	164.1	181,792,129	184733666
IDP8085	2	189.8	215,557,910	222400166
IDP8088	1	401.4	298,434,574	303929576
IDP8089	10	77.7	131,795,220	133024478
IDP809	9	86.8	110,317,833	113238880
IDP8090	6	47.9	109,532,609	114315629
IDP8091	4	1.8	806,745	1022239
IDP8093	9	86	107,795,852	110365834
IDP8094	7	77.4	13,400,349	13878034
IDP8095	6	33.4	97,612,310	100473074
IDP8097	1	151	90,219,959	92222352
IDP8098	2	134	152,885,474	157531569
IDP81	1	98.2	40,194,652	40567352
IDP810	1	76.3	27,501,186	27695612
IDP8100	8	81	72,875,502	74111386
IDP8102	2	59.1	14,716,104	15129525
IDP8103	3	103.7	119,617,042	119809346
IDP8104	3	265.8	227,775,593	231686560
IDP8108	6	129.3	161,029,780	165191327
IDP8109	6	80.7	145,329,732	149408770
IDP811	8	81	73,900,398	75146322
IDP8110	2	129	80,587,618	82715700
IDP8112	2	129	71,679,747	73594726
IDP8113	10	15.5	3,649,511	3238681
IDP8114	10	77.7	129,515,991	130669234
IDP8115	6	13.7	8,136,875	8563736
IDP8116	5	169.3	195,446,528	200707722
IDP8117	4	110.6	138,963,032	142136245
IDP8121	3	231.7	216,641,369	220215960
IDP8122	5	113	85,723,451	88008841
IDP8125	5	110.1	70,089,567	72084949
IDP8126	3	106.5	133,473,738	134132010
IDP8129	5	56.4	9,400,879	9789417
IDP813	3	188	197,721,805	200807134
IDP8136	8	112.7	135,193,841	139139428
IDP8138	7	90.6	49,729,172	51332079
IDP8142	3	100	68,060,258	68298262
IDP8143	8	113.4	138,881,827	143019796
IDP8144	1	275.6	242,771,373	246417805
IDP8145	6	61.2	115,221,719	119202652
IDP8147	1	26.3	7,242,431	7237423
IDP8149	10	43.9	12,165,451	12274451
IDP8150	9	127.7	141,938,436	144625993
IDP8151	5	89.3	18,015,999	18479263
IDP8152	2	88.8	20,406,053	21695475
IDP8153	10	54.9	74,491,725	73724239
IDP8154	1	246.4	215,398,661	218581439
IDP8158	3	116.9	151,333,808	152749905
IDP816	2	179.8	213,095,983	219891554
IDP8161	1	215.2	199,274,772	201735163
IDP8166	7	187.9	165,348,991	170938255
IDP8167	2	116.5	48,216,381	50231157
IDP8168	4	110.6	123,334,596	126337051
IDP8169	3	238	219,376,624	223051731
IDP817	3	100	93,673,672	105510640
IDP8170	6	59	111,915,667	115758136
IDP8171	4	194.6	222,700,583	227093809
IDP8172	5	93.2	29,915,520	30862667
IDP8174	1	35	9,803,505	9877561
IDP8177	10	157.4	148,922,919	149700650
IDP8180	2	203.4	221,368,585	228324169
IDP8181	10	54.9	72,815,400	71965205
IDP8182	10	43	10,619,858	10655607
IDP8183	8	31.4	9,925,387	10295843
IDP8185	7	123.7	136,327,195	141667786
IDP8186	7	90.6	77,920,491	80607274
IDP8188	5	56.4	8,492,015	8847030
IDP8189	9	75.7	32,337,220	33748626
IDP819	2	139.6	177,982,551	183399760
IDP8191	3	91.3	28,398,516	28017302
IDP8193	9	165.9	149,984,902	153120246
IDP8194	4	9.2	2,853,392	3430947
IDP8196	3	209.3	206,191,446	209667521
IDP8198	4	87.6	25,209,593	26802969
IDP8199	7	138.4	152,391,048	157734774
IDP82	7	38.5	3,884,704	4078501
IDP820	1	258.2	228,643,388	232257155
