Type	chr	start	stop	q-value	mean_methylation_difference	CpGs	p_MWU	p_2D_KS	POPA	POPB	Compare
CG	2	188166320	188166863	3.60E-12	0.408618	11	4.60E-14	3.20E-18	0.66633	0.25772	Teosinte/Maize
CG	2	198336826	198337149	2.30E-48	0.721195	17	4.00E-14	2.10E-54	0.8979	0.17671	Teosinte/Maize
CG	2	198820415	198820861	1.10E-33	0.48137	18	4.40E-14	9.80E-40	0.66001	0.17864	Teosinte/Maize
CG	2	201333237	201334160	8.40E-130	0.894045	29	3.80E-14	7.50E-136	0.89674	0.0026955	Teosinte/Maize
CG	2	201769436	201770158	4.80E-11	-0.434232	12	4.20E-14	4.30E-17	0.16018	0.59441	Teosinte/Maize
CG	2	202379633	202379962	2.80E-36	0.510796	22	5.10E-14	2.50E-42	0.78477	0.27397	Teosinte/Maize
CG	2	203401462	203401966	7.60E-22	-0.400538	17	4.70E-14	6.70E-28	0.31005	0.71058	Teosinte/Maize
CG	2	204165142	204165652	3.50E-29	-0.681752	12	4.50E-14	3.10E-35	0.027498	0.70925	Teosinte/Maize
CG	2	204491596	204491734	5.50E-25	-0.635268	10	4.40E-14	4.90E-31	0.18907	0.82433	Teosinte/Maize
CG	2	205078681	205078793	1.10E-28	0.574612	11	4.30E-14	1.00E-34	0.58542	0.010813	Teosinte/Maize
CG	2	205244434	205245121	3.30E-39	0.596348	21	4.30E-14	2.90E-45	0.92466	0.32831	Teosinte/Maize
CG	2	205258856	205259718	1.10E-16	-0.426108	15	4.30E-14	9.50E-23	0.24647	0.67257	Teosinte/Maize
CG	2	207763811	207764195	1.90E-54	0.895491	12	3.10E-14	1.70E-60	0.90652	0.01103	Teosinte/Maize
CG	2	213352262	213352861	1.60E-15	0.625227	8	4.20E-14	1.40E-21	0.82836	0.20314	Teosinte/Maize
CG	2	214267772	214268565	1.90E-74	0.540161	23	5.10E-14	1.70E-80	0.56296	0.022799	Teosinte/Maize
CG	2	216044951	216045285	1.70E-13	-0.495215	8	4.40E-14	1.50E-19	0.40462	0.89983	Teosinte/Maize
CG	2	216116631	216117308	3.40E-70	-0.56698	35	3.70E-14	3.00E-76	0.12157	0.68855	Teosinte/Maize
CG	2	218756093	218756804	2.90E-12	-0.409776	11	4.30E-14	2.50E-18	0.50996	0.91974	Teosinte/Maize
CG	2	220376107	220376576	4.20E-63	0.896485	14	3.30E-14	3.70E-69	0.90684	0.010359	Teosinte/Maize
CG	2	222400272	222400422	4.10E-13	-0.55908	8	4.40E-14	3.60E-19	0.11722	0.6763	Teosinte/Maize
CG	2	222722360	222722426	4.70E-15	-0.499422	8	4.10E-14	4.10E-21	0.24047	0.73989	Teosinte/Maize
CG	2	224484678	224485028	1.90E-38	0.509172	14	3.60E-14	1.70E-44	0.52581	0.016642	Teosinte/Maize
CG	2	224487078	224487531	1.60E-34	-0.70537	10	3.80E-14	1.40E-40	0.12971	0.83508	Teosinte/Maize
CG	2	225335696	225336153	1.70E-17	0.424937	8	4.80E-14	1.50E-23	0.58956	0.16462	Teosinte/Maize
CG	2	225519568	225520299	3.00E-08	-0.450844	10	2.00E-11	2.70E-14	0.052396	0.50324	Teosinte/Maize
CG	2	226994652	226995149	1.20E-18	0.428985	11	4.30E-14	1.10E-24	0.51979	0.090802	Teosinte/Maize
CG	2	228284233	228285046	6.00E-44	0.861649	10	4.30E-14	5.40E-50	0.87871	0.017059	Teosinte/Maize
CG	2	229393724	229394427	1.70E-31	0.711641	11	4.80E-14	1.50E-37	0.77695	0.065305	Teosinte/Maize
CG	2	231110957	231111196	7.30E-76	0.793312	19	4.70E-14	6.50E-82	0.88873	0.095414	Teosinte/Maize
CG	2	234889393	234889471	3.20E-35	0.891013	9	5.10E-14	2.80E-41	0.89352	0.0025033	Teosinte/Maize
CG	2	235081985	235082297	1.30E-13	0.453105	11	4.50E-14	1.10E-19	0.56572	0.11261	Teosinte/Maize
CG	2	236270164	236270498	6.40E-26	0.57495	14	4.80E-14	5.70E-32	0.79565	0.2207	Teosinte/Maize
CG	2	236611656	236612039	1.10E-21	0.66218	9	4.30E-14	9.60E-28	0.93856	0.27638	Teosinte/Maize
CG	2	236781113	236781210	4.30E-13	-0.564908	8	4.10E-14	3.80E-19	0.33882	0.90373	Teosinte/Maize
CG	2	236783623	236783897	1.30E-28	-0.693173	10	4.20E-14	1.10E-34	0.11312	0.80629	Teosinte/Maize
CG	2	237419667	237420062	3.20E-20	0.622946	8	4.40E-14	2.90E-26	0.75355	0.13061	Teosinte/Maize
CG	2	238852316	238852669	3.20E-09	0.436742	9	4.00E-14	2.80E-15	0.87904	0.44229	Teosinte/Maize
CG	2	241123700	241124370	2.40E-20	-0.40805	19	5.00E-14	2.10E-26	0.20253	0.61058	Teosinte/Maize
CG	2	242914940	242915369	8.70E-36	-0.402215	24	4.60E-14	7.70E-42	0.39488	0.79709	Teosinte/Maize
CG	2	243876208	243876585	2.20E-50	-0.674849	13	4.10E-14	1.90E-56	0.12437	0.79922	Teosinte/Maize
CG	3	189666	190249	2.10E-34	0.476384	29	3.80E-14	1.90E-40	0.91305	0.43667	Teosinte/Maize
CG	3	212111	212465	3.60E-12	-0.527685	8	4.30E-14	3.20E-18	0.24459	0.77227	Teosinte/Maize
CG	3	704087	704251	1.70E-35	-0.703608	14	5.10E-14	1.50E-41	0.044858	0.74847	Teosinte/Maize
CG	3	1814995	1815316	7.30E-32	0.718472	10	4.90E-14	6.50E-38	0.79497	0.076498	Teosinte/Maize
CG	3	1956747	1957159	3.10E-21	-0.460293	14	4.10E-14	2.70E-27	0.39997	0.86026	Teosinte/Maize
CG	3	7526026	7526316	1.90E-43	0.427465	25	4.80E-14	1.70E-49	0.63251	0.20504	Teosinte/Maize
CG	3	10946196	10946291	2.70E-05	-0.406845	8	2.10E-05	2.40E-11	0.0092507	0.4161	Teosinte/Maize
CG	3	12025400	12026244	9.20E-24	0.478679	18	4.40E-14	8.20E-30	0.86021	0.38153	Teosinte/Maize
CG	3	16536696	16537348	7.30E-41	0.503812	15	4.70E-14	6.40E-47	0.59291	0.089097	Teosinte/Maize
CG	3	18643271	18643716	2.80E-15	-0.463372	16	4.70E-14	2.50E-21	0.033394	0.49677	Teosinte/Maize
CG	3	26935651	26935891	4.20E-05	-0.424079	9	1.50E-07	3.70E-11	0.014488	0.43857	Teosinte/Maize
CG	3	28145736	28146081	5.00E-08	0.491632	9	4.10E-14	4.40E-14	0.92061	0.42898	Teosinte/Maize
CG	3	46079565	46079788	1.30E-59	0.706727	17	3.20E-14	1.10E-65	0.76712	0.06039	Teosinte/Maize
CG	3	50814266	50815179	5.60E-12	0.472236	10	4.30E-14	5.00E-18	0.92525	0.45302	Teosinte/Maize
CG	3	53289541	53290210	1.00E-38	-0.472728	22	3.90E-14	9.10E-45	0.38608	0.8588	Teosinte/Maize
CG	3	53347943	53348572	3.60E-57	-0.687586	16	4.90E-14	3.20E-63	0.20108	0.88867	Teosinte/Maize
CG	3	55091186	55091507	4.60E-59	0.820245	14	3.20E-14	4.10E-65	0.82612	0.0058716	Teosinte/Maize
CG	3	57112279	57112468	3.30E-59	0.832128	14	3.80E-14	2.90E-65	0.83771	0.005585	Teosinte/Maize
CG	3	57539442	57539723	4.20E-23	0.567663	14	4.10E-14	3.80E-29	0.91521	0.34755	Teosinte/Maize
CG	3	58481523	58481805	1.40E-20	-0.444588	13	4.60E-14	1.20E-26	0.4227	0.86729	Teosinte/Maize
CG	3	60737265	60738183	7.40E-37	0.472006	18	5.80E-14	6.60E-43	0.47957	0.0075674	Teosinte/Maize
CG	3	66742495	66743257	7.90E-34	0.588349	16	4.60E-14	7.00E-40	0.82778	0.23943	Teosinte/Maize
CG	3	68851748	68851933	1.40E-26	0.590358	10	5.00E-14	1.30E-32	0.67928	0.088923	Teosinte/Maize
CG	3	69863275	69863422	5.70E-09	-0.537513	8	4.20E-14	5.00E-15	0.090821	0.62833	Teosinte/Maize
CG	3	71475141	71475871	2.50E-54	0.568004	30	5.00E-14	2.20E-60	0.89487	0.32687	Teosinte/Maize
CG	3	71571275	71571618	1.40E-47	0.797155	13	4.80E-14	1.20E-53	0.89782	0.10067	Teosinte/Maize
CG	3	71811887	71812030	1.40E-19	0.542778	8	4.70E-14	1.30E-25	0.60457	0.061797	Teosinte/Maize
CG	3	73681178	73681591	1.00E-46	0.587912	18	5.50E-14	9.30E-53	0.76165	0.17373	Teosinte/Maize
CG	3	74617510	74617649	8.80E-23	0.730533	8	3.90E-14	7.80E-29	0.8539	0.12336	Teosinte/Maize
CG	3	74688020	74688505	8.60E-29	0.440065	32	5.60E-14	7.70E-35	0.92382	0.48376	Teosinte/Maize
CG	3	75328581	75328862	2.90E-39	-0.494433	19	3.20E-14	2.50E-45	0.3427	0.83714	Teosinte/Maize
CG	3	75357437	75358132	1.30E-70	0.517446	28	4.80E-14	1.20E-76	0.57341	0.055962	Teosinte/Maize
CG	3	75631580	75631991	5.90E-23	-0.579763	10	4.00E-14	5.30E-29	0.32099	0.90076	Teosinte/Maize
CG	3	75632335	75632723	5.80E-38	-0.615634	15	4.50E-14	5.20E-44	0.29543	0.91106	Teosinte/Maize
CG	3	75668997	75669578	6.40E-94	0.748203	24	3.80E-14	5.70E-100	0.79983	0.051627	Teosinte/Maize
CG	3	76734700	76735363	1.10E-91	-0.529061	58	4.00E-14	9.50E-98	0.086935	0.616	Teosinte/Maize
CG	3	76916696	76916795	2.20E-10	-0.561148	8	1.30E-13	1.90E-16	0.0028928	0.56404	Teosinte/Maize
CG	3	77271829	77271933	1.30E-21	-0.550607	10	4.30E-14	1.20E-27	0.11461	0.66522	Teosinte/Maize
CG	3	78211172	78211679	1.00E-32	0.492612	26	3.40E-14	9.20E-39	0.78735	0.29474	Teosinte/Maize
CG	3	78897962	78898997	8.70E-96	0.726925	31	7.10E-14	7.70E-102	0.8983	0.17137	Teosinte/Maize
CG	3	79160686	79161083	2.60E-30	0.578846	18	3.90E-14	2.30E-36	0.92847	3.50E-01	Teosinte/Maize
CG	3	80033357	80033710	4.20E-119	0.800977	30	6.10E-14	3.80E-125	0.82513	0.024156	Teosinte/Maize
CG	3	80348992	80349288	1.30E-19	-0.416156	20	3.70E-14	1.10E-25	0.31403	0.73019	Teosinte/Maize
CG	3	81622807	81623297	1.80E-48	0.535986	27	3.60E-14	1.60E-54	0.84065	0.30467	Teosinte/Maize
CG	3	82044816	82045537	1.90E-50	0.461429	29	3.10E-14	1.70E-56	0.56048	0.09905	Teosinte/Maize
CG	3	82233499	82234355	7.30E-26	-0.626904	8	3.80E-14	6.50E-32	0.25099	0.87789	Teosinte/Maize
CG	3	83499044	83499186	6.10E-06	-0.447719	9	2.30E-06	5.40E-12	0.0065434	0.45426	Teosinte/Maize
CG	3	84870244	84871323	9.60E-66	-0.452784	36	3.70E-14	8.50E-72	0.41384	0.86662	Teosinte/Maize
CG	3	85284609	85285617	5.20E-66	0.483516	37	4.50E-14	4.60E-72	0.72046	0.23695	Teosinte/Maize
CG	3	85463510	85463662	3.20E-05	0.455799	8	4.10E-14	2.90E-11	0.94523	0.48943	Teosinte/Maize
CG	3	87052424	87052647	1.40E-15	0.549494	12	3.80E-14	1.30E-21	0.93228	0.38279	Teosinte/Maize
CG	3	87055048	87056194	1.60E-43	0.559033	23	5.10E-14	1.40E-49	0.85916	0.30013	Teosinte/Maize
CG	3	88434376	88434612	1.80E-06	0.454794	8	4.50E-14	1.60E-12	0.76657	0.31178	Teosinte/Maize
CG	3	91860580	91860706	2.80E-08	0.488813	8	4.50E-14	2.50E-14	0.82052	0.33171	Teosinte/Maize
CG	3	91868498	91868899	7.00E-36	0.598718	20	3.80E-14	6.30E-42	0.89242	0.2937	Teosinte/Maize
CG	3	92478122	92478800	3.70E-82	0.764061	26	6.40E-14	3.30E-88	0.88899	0.12493	Teosinte/Maize
CG	3	92490586	92491326	3.40E-40	-0.508681	23	4.10E-14	3.00E-46	0.38468	0.89336	Teosinte/Maize
CG	3	92536491	92536900	7.30E-39	0.652946	17	4.00E-14	6.50E-45	0.80156	0.14861	Teosinte/Maize
CG	3	93367827	93367954	2.20E-25	0.616264	14	4.60E-14	1.90E-31	0.91942	0.30316	Teosinte/Maize
CG	3	95275024	95275486	1.30E-27	0.442624	12	4.20E-14	1.10E-33	0.56442	0.12179	Teosinte/Maize
CG	3	95452382	95452744	9.10E-29	-0.41191	17	4.90E-14	8.00E-35	0.45843	0.87034	Teosinte/Maize
CG	3	96371242	96371401	7.80E-36	0.834095	10	4.60E-14	7.00E-42	0.90692	0.072829	Teosinte/Maize
CG	3	97015194	97016039	2.30E-43	0.726516	16	3.30E-14	2.00E-49	0.91623	0.18972	Teosinte/Maize
CG	3	99530408	99530818	2.20E-46	0.440242	30	5.40E-14	1.90E-52	0.89512	0.45488	Teosinte/Maize
CG	3	102146927	102147771	2.50E-51	0.428646	46	4.40E-14	2.20E-57	0.88878	0.46014	Teosinte/Maize
CG	3	103862016	103862361	2.80E-14	-0.426067	13	4.30E-14	2.50E-20	0.20519	0.63126	Teosinte/Maize
CG	3	104271019	104271258	5.80E-25	0.722765	9	3.60E-14	5.10E-31	0.86048	0.13771	Teosinte/Maize
CG	3	105339976	105340118	4.00E-21	0.555046	9	4.00E-14	3.50E-27	0.60115	0.0461	Teosinte/Maize
CG	3	107017135	107017419	3.30E-10	0.451352	12	4.10E-14	3.00E-16	0.8311	0.37974	Teosinte/Maize
CG	3	107079632	107079783	1.10E-06	0.400364	12	4.50E-14	9.50E-13	0.8833	0.48294	Teosinte/Maize
CG	3	109023470	109023796	2.30E-74	0.709705	22	3.30E-14	2.00E-80	0.88304	0.17334	Teosinte/Maize
CG	3	110760875	110761085	2.00E-11	-0.417382	8	4.30E-14	1.80E-17	0.45881	0.87619	Teosinte/Maize
CG	3	114819055	114819151	4.20E-19	0.551175	9	4.60E-14	3.80E-25	0.61124	0.060065	Teosinte/Maize
CG	3	116500208	116500908	3.70E-61	-0.533491	31	4.30E-14	3.30E-67	0.24825	0.78174	Teosinte/Maize
CG	3	117396156	117396564	2.00E-20	0.542004	14	4.00E-14	1.80E-26	0.89443	0.35242	Teosinte/Maize
CG	3	122042861	122043338	6.90E-18	0.546087	11	4.60E-14	6.10E-24	0.82655	0.28046	Teosinte/Maize
CG	3	122404101	122404358	8.90E-15	-0.512683	9	4.20E-14	7.90E-21	0.26666	0.77934	Teosinte/Maize
CG	3	124368087	124368595	1.80E-07	0.442826	8	1.50E-11	1.60E-13	0.85928	0.41646	Teosinte/Maize
CG	3	125451387	125452163	1.30E-54	0.817465	14	2.90E-14	1.20E-60	0.83798	0.020511	Teosinte/Maize
CG	3	125738906	125740075	1.90E-84	-0.494649	38	3.00E-14	1.60E-90	0.41406	0.90871	Teosinte/Maize
CG	3	125837190	125837605	3.90E-38	-0.464304	18	4.40E-14	3.50E-44	0.44162	0.90592	Teosinte/Maize
CG	3	126107036	126107211	3.50E-42	0.416992	19	5.40E-14	3.10E-48	0.48661	0.06962	Teosinte/Maize
CG	3	126847649	126847777	4.80E-11	0.44859	10	4.30E-14	4.20E-17	0.49243	0.043838	Teosinte/Maize
CG	3	127700856	127701157	1.50E-10	0.442063	11	4.70E-14	1.30E-16	0.7066	0.26454	Teosinte/Maize
CG	3	132586432	132587050	5.80E-104	0.659383	37	1.90E-14	5.20E-110	0.91835	0.25897	Teosinte/Maize
CG	3	134973416	134974540	4.90E-129	0.61268	44	4.20E-14	4.30E-135	0.69527	0.08259	Teosinte/Maize
CG	3	135679370	135679839	2.90E-22	0.666309	11	4.20E-14	2.60E-28	0.94209	0.27578	Teosinte/Maize
CG	3	138824673	138825183	9.90E-15	-0.495452	11	4.60E-14	8.80E-21	0.24157	0.73703	Teosinte/Maize
CG	3	141033150	141034146	6.40E-32	0.456671	19	3.60E-14	5.70E-38	0.90692	0.45025	Teosinte/Maize
CG	3	142233220	142233439	1.00E-14	-0.483633	9	4.20E-14	9.00E-21	0.33617	0.81981	Teosinte/Maize
CG	3	145163299	145163850	2.30E-17	0.415846	13	4.80E-14	2.00E-23	0.42253	0.0066844	Teosinte/Maize
CG	3	145482368	145482786	3.30E-23	0.488441	18	3.70E-14	2.90E-29	0.88039	0.39195	Teosinte/Maize
CG	3	147843714	147844089	8.50E-11	0.51268	10	4.30E-14	7.60E-17	0.90835	0.39567	Teosinte/Maize
CG	3	149531849	149532257	3.30E-20	-0.443197	16	4.40E-14	2.90E-26	0.22529	0.66849	Teosinte/Maize
CG	3	151886780	151887141	8.00E-54	0.820221	14	3.90E-14	7.10E-60	0.82776	0.0075416	Teosinte/Maize
CG	3	152448104	152448634	1.40E-18	-0.445212	18	4.70E-14	1.20E-24	0.080528	0.52574	Teosinte/Maize
CG	3	155995156	155996317	4.00E-34	-0.501344	17	4.80E-14	3.60E-40	0.30763	0.80897	Teosinte/Maize
CG	3	158448337	158448511	2.00E-36	-0.635093	17	3.60E-14	1.80E-42	0.0038742	0.63897	Teosinte/Maize
CG	3	159223933	159224463	4.70E-28	-0.443977	24	5.00E-14	4.20E-34	0.13076	0.57473	Teosinte/Maize
CG	3	160586866	160587375	4.40E-16	-0.423495	19	4.30E-14	3.90E-22	0.042695	0.46619	Teosinte/Maize
CG	3	166930881	166931600	4.00E-45	0.520768	31	4.80E-14	3.50E-51	0.90996	0.3892	Teosinte/Maize
CG	3	171187483	171187655	1.20E-31	0.821217	9	3.80E-14	1.00E-37	0.88904	0.067827	Teosinte/Maize
CG	3	178075585	178075783	9.00E-12	0.430152	8	4.50E-14	8.00E-18	0.63779	0.20764	Teosinte/Maize
CG	3	180467356	180467788	6.10E-09	0.538829	8	4.60E-14	5.40E-15	0.88742	0.34859	Teosinte/Maize
CG	3	181432832	181433008	6.10E-16	0.613827	9	4.70E-14	5.40E-22	0.89605	0.28222	Teosinte/Maize
CG	3	182288277	182289052	1.40E-46	0.442897	25	3.30E-14	1.30E-52	0.72104	0.27814	Teosinte/Maize
CG	3	183995354	183995527	1.10E-21	-0.550832	11	4.10E-14	9.60E-28	0.066445	0.61728	Teosinte/Maize
CG	3	184754527	184754666	1.40E-64	0.907507	14	4.80E-14	1.30E-70	0.91213	0.0046274	Teosinte/Maize
CG	3	184757114	184757670	4.30E-11	0.478708	8	4.00E-14	3.80E-17	0.72032	0.24161	Teosinte/Maize
CG	3	188445361	188445736	5.00E-20	-0.450659	16	4.00E-14	4.50E-26	0.24115	0.69181	Teosinte/Maize
CG	3	189130917	189131275	7.60E-22	0.557004	15	4.90E-14	6.80E-28	0.92314	0.36613	Teosinte/Maize
CG	3	189270501	189271320	7.10E-76	0.53133	39	3.70E-14	6.30E-82	0.86263	0.3313	Teosinte/Maize
CG	3	189776003	189776237	2.00E-74	0.833156	17	3.10E-14	1.80E-80	0.83506	0.0019053	Teosinte/Maize
CG	3	189791448	189791654	1.40E-28	-0.669598	9	3.90E-14	1.30E-34	0.0046076	0.67421	Teosinte/Maize
CG	3	190402104	190402756	2.40E-28	0.499082	14	4.80E-14	2.10E-34	0.55683	0.057746	Teosinte/Maize
CG	3	191270303	191270551	6.00E-12	0.433777	9	4.10E-14	5.30E-18	0.65339	0.21962	Teosinte/Maize
CG	3	191370592	191370720	5.10E-24	-0.696024	9	4.10E-14	4.50E-30	0.084806	0.78083	Teosinte/Maize
CG	3	195298527	195299185	6.90E-100	0.843727	24	3.90E-14	6.10E-106	0.88528	0.041555	Teosinte/Maize
CG	3	197034315	197034443	4.20E-23	-0.584272	13	4.70E-14	3.70E-29	0.065613	0.64989	Teosinte/Maize
CG	3	197490116	197490247	1.60E-15	0.61677	9	4.40E-14	1.40E-21	0.91854	0.30177	Teosinte/Maize
CG	3	202392199	202392317	5.30E-18	-0.518586	8	3.60E-14	4.70E-24	0.058298	0.57688	Teosinte/Maize
CG	3	206423282	206423567	7.40E-10	0.456844	13	4.20E-14	6.60E-16	0.90506	0.44821	Teosinte/Maize
CG	3	209228804	209229061	7.40E-47	-0.757717	14	4.30E-14	6.50E-53	0.14499	0.90271	Teosinte/Maize
CG	3	209229448	209232219	1.70E-211	-0.677065	68	-6.00E-15	1.50E-217	0.22845	0.90551	Teosinte/Maize
CG	3	210531574	210531905	5.40E-33	0.620741	15	5.00E-14	4.80E-39	0.84579	0.22505	Teosinte/Maize
CG	3	212852752	212852977	5.20E-17	0.481936	14	4.20E-14	4.60E-23	0.87569	0.39376	Teosinte/Maize
CG	3	212853751	212854029	1.30E-25	0.408639	24	4.70E-14	1.20E-31	0.78033	0.37169	Teosinte/Maize
CG	3	213755066	213755381	3.20E-21	-0.471089	14	4.70E-14	2.80E-27	0.17306	0.64415	Teosinte/Maize
CG	3	214344654	214344803	1.70E-19	-0.55013	12	4.60E-14	1.50E-25	0.11888	0.66901	Teosinte/Maize
CG	3	215519881	215520465	5.20E-46	0.692951	19	5.00E-14	4.60E-52	0.92444	0.23149	Teosinte/Maize
CG	3	216386457	216386740	3.80E-32	0.789414	9	5.10E-14	3.40E-38	0.87597	0.086552	Teosinte/Maize
CG	3	216875639	216876028	2.20E-26	-0.431565	17	4.40E-14	1.90E-32	0.27071	0.70228	Teosinte/Maize
CG	3	217947286	217947514	2.10E-20	0.469975	8	5.00E-14	1.80E-26	0.47676	0.0067815	Teosinte/Maize
CG	3	218374580	218374757	4.20E-39	0.78107	11	4.50E-14	3.70E-45	0.86867	0.0876	Teosinte/Maize
CG	3	220061465	220061666	4.10E-35	0.404721	22	4.90E-14	3.70E-41	0.41047	0.042937	Teosinte/Maize
CG	3	220061930	220062460	8.50E-124	0.582955	50	5.00E-14	7.60E-130	0.71747	0.13451	Teosinte/Maize
CG	3	220886544	220887121	8.60E-43	0.565944	15	2.90E-14	7.60E-49	0.62598	0.060036	Teosinte/Maize
CG	3	221505827	221506013	8.90E-13	-0.450066	10	4.70E-14	7.90E-19	0.24712	0.69718	Teosinte/Maize
CG	3	223863091	223863476	3.00E-45	0.720745	15	5.60E-14	2.70E-51	0.8531	0.13235	Teosinte/Maize
CG	3	226639089	226639418	2.40E-04	0.430366	8	4.40E-14	2.20E-10	0.86491	0.43455	Teosinte/Maize
CG	3	227583390	227583485	3.80E-19	0.447979	13	4.30E-14	3.40E-25	0.71336	0.26538	Teosinte/Maize
CG	3	227987200	227987305	6.40E-22	0.672245	8	4.80E-14	5.70E-28	0.76358	0.091337	Teosinte/Maize
CG	3	227988295	227988499	1.00E-15	0.614612	8	4.40E-14	9.00E-22	0.85101	0.2364	Teosinte/Maize
CG	3	228663889	228664037	8.10E-12	-0.442437	9	4.40E-14	7.20E-18	0.2546	0.69704	Teosinte/Maize
CG	3	233670946	233671259	3.20E-20	0.488977	8	4.90E-14	2.80E-26	0.86032	0.37134	Teosinte/Maize
CG	3	235377312	235377730	1.90E-15	0.417957	9	4.70E-14	1.70E-21	0.54146	0.12351	Teosinte/Maize
CG	4	1397591	1397746	1.20E-12	0.547628	9	4.70E-14	1.10E-18	0.86371	0.31608	Teosinte/Maize
CG	4	3256054	3256290	7.60E-08	-0.407987	8	4.60E-14	6.80E-14	0.35929	0.76728	Teosinte/Maize
CG	4	4483746	4484139	5.70E-28	0.51615	11	5.10E-14	5.10E-34	0.52027	0.0041227	Teosinte/Maize
CG	4	7334582	7334809	2.90E-22	0.627882	8	4.10E-14	2.60E-28	0.80416	0.17628	Teosinte/Maize
CG	4	7612260	7612452	4.70E-11	0.487891	11	4.60E-14	4.10E-17	0.9083	0.42041	Teosinte/Maize
CG	4	8234554	8234921	5.70E-32	-0.482754	19	3.50E-14	5.10E-38	0.40515	0.8879	Teosinte/Maize
CG	4	8382465	8383085	1.10E-19	0.57533	10	4.20E-14	9.50E-26	0.64766	0.072334	Teosinte/Maize
CG	4	9355011	9355343	9.80E-72	-0.812521	18	3.50E-14	8.70E-78	0.0059579	0.81848	Teosinte/Maize
CG	4	9975041	9975737	1.20E-92	-0.646965	31	3.60E-14	1.00E-98	0.096081	0.74305	Teosinte/Maize
CG	4	12954827	12954957	1.60E-28	0.543214	10	4.50E-14	1.40E-34	0.66743	0.12421	Teosinte/Maize
CG	4	15119401	15119647	6.50E-49	0.859623	11	5.90E-14	5.80E-55	0.86709	0.0074633	Teosinte/Maize
CG	4	23993715	23993977	5.90E-21	0.548198	14	4.70E-14	5.20E-27	0.89416	0.34596	Teosinte/Maize
CG	4	31912314	31912975	1.40E-23	-0.563158	13	4.80E-14	1.30E-29	0.10814	0.6713	Teosinte/Maize
CG	4	33182969	33183213	6.90E-24	0.76791	8	3.90E-14	6.20E-30	0.89924	0.13133	Teosinte/Maize
CG	4	35018545	35018761	2.00E-10	0.461689	8	4.80E-14	1.70E-16	0.69383	0.23214	Teosinte/Maize
CG	4	36832696	36832888	4.20E-14	-0.473591	10	4.50E-14	3.70E-20	0.31965	0.79324	Teosinte/Maize
CG	4	38570933	38571367	5.50E-44	-0.445948	32	4.30E-14	4.90E-50	0.19109	0.63704	Teosinte/Maize
CG	4	39122627	39123177	1.60E-33	0.475697	15	4.70E-14	1.40E-39	0.61006	0.13436	Teosinte/Maize
CG	4	39428185	39428769	7.50E-96	0.811246	25	4.60E-14	6.70E-102	0.86419	0.05294	Teosinte/Maize
CG	4	40262571	40263137	2.00E-74	0.859586	17	5.30E-14	1.80E-80	0.86792	0.0083388	Teosinte/Maize
CG	4	41764719	41765048	5.60E-31	0.651444	9	4.00E-14	5.00E-37	0.68129	0.029847	Teosinte/Maize
CG	4	41802501	41803129	3.40E-142	0.851442	33	3.80E-14	3.00E-148	0.87949	0.028044	Teosinte/Maize
CG	4	46988995	46989591	3.40E-13	-0.417164	15	4.20E-14	3.00E-19	0.163	0.58016	Teosinte/Maize
CG	4	48624890	48625341	6.60E-15	-0.581507	9	4.40E-14	5.80E-21	0.13363	0.71513	Teosinte/Maize
CG	4	50025778	50026534	5.90E-18	0.524652	13	3.70E-14	5.30E-24	0.85888	0.33422	Teosinte/Maize
CG	4	50213407	50213705	4.30E-29	0.609866	11	3.90E-14	3.90E-35	0.92746	0.3176	Teosinte/Maize
CG	4	50467364	50467828	1.00E-15	0.478146	8	4.20E-14	9.30E-22	0.47815	9.82E-08	Teosinte/Maize
CG	4	53867466	53868412	4.80E-32	-0.434676	28	4.10E-14	4.20E-38	0.12991	0.56459	Teosinte/Maize
CG	4	54179378	54179910	1.70E-36	-0.47465	18	4.00E-14	1.50E-42	0.42928	0.90393	Teosinte/Maize
CG	4	54281271	54281848	4.20E-29	-0.427978	19	3.70E-14	3.70E-35	0.37849	0.80647	Teosinte/Maize
CG	4	55140974	55141228	4.10E-42	0.519873	15	4.20E-14	3.60E-48	0.53484	0.014968	Teosinte/Maize
CG	4	56679503	56679754	9.10E-43	0.524333	15	5.90E-14	8.00E-49	0.52927	0.0049367	Teosinte/Maize
CG	4	57029933	57030869	1.30E-105	-0.575975	38	4.60E-14	1.10E-111	0.2841	0.86007	Teosinte/Maize
CG	4	60824086	60824524	3.30E-97	0.850997	24	3.90E-14	3.00E-103	0.85498	0.0039839	Teosinte/Maize
CG	4	61480265	61480697	7.20E-06	-0.420013	8	4.20E-14	6.40E-12	0.43115	0.85117	Teosinte/Maize
CG	4	61547098	61547202	1.20E-14	-0.537295	8	4.60E-14	1.10E-20	0.09279	0.63008	Teosinte/Maize
CG	4	61547664	61548128	4.70E-45	-0.515562	29	3.80E-14	4.10E-51	0.11388	0.62944	Teosinte/Maize
CG	4	61665667	61665972	2.00E-12	0.555859	9	4.50E-14	1.80E-18	0.89559	0.33973	Teosinte/Maize
CG	4	65079757	65080014	1.70E-33	-0.523101	19	4.00E-14	1.50E-39	0.1534	0.6765	Teosinte/Maize
CG	4	65387728	65389182	1.90E-123	0.529438	60	2.60E-14	1.60E-129	0.66948	0.14004	Teosinte/Maize
