Type	chr	start	stop	q-value	mean_methylation_difference	#CpGs	p(MWU)	p(2D KS)	mean_Maize	mean_Lan	Compare
CG	1	164578349	164578458	7.10E-05	-0.48563	7	3.70E-11	6.10E-11	0.1671	0.65273	teosinte/maize
CG	1	165026239	165026518	1.30E-06	0.556271	6	4.50E-14	1.10E-12	0.89885	0.34258	teosinte/maize
CG	1	166625235	166625901	1.40E-63	-0.568967	27	4.00E-14	1.20E-69	0.2322	0.80117	teosinte/maize
CG	1	170171141	170171304	4.10E-27	0.687885	8	4.70E-14	3.50E-33	0.75258	0.064699	teosinte/maize
CG	1	170185282	170185524	6.20E-49	0.514991	17	4.60E-14	5.30E-55	0.52282	0.0078248	teosinte/maize
CG	1	170397869	170398457	2.00E-125	0.838958	30	6.00E-14	1.70E-131	0.89399	0.055032	teosinte/maize
CG	1	175982915	175983352	3.30E-29	-0.479354	21	4.00E-14	2.80E-35	0.34947	0.82882	teosinte/maize
CG	1	176511969	176512131	0.0001	0.486902	6	8.50E-14	8.70E-11	0.89638	0.40948	teosinte/maize
CG	1	176782820	176782972	3.20E-11	-0.448881	11	4.10E-14	2.70E-17	0.33158	0.78046	teosinte/maize
CG	1	177822149	177822367	4.50E-16	0.440573	9	3.90E-14	3.90E-22	0.45427	0.013693	teosinte/maize
CG	1	179512821	179512997	6.20E-14	0.521742	8	4.70E-14	5.30E-20	0.64391	0.12217	teosinte/maize
CG	1	180687584	180688045	4.60E-31	0.656173	12	4.40E-14	3.90E-37	0.86348	0.2073	teosinte/maize
CG	1	182828637	182828833	1.10E-13	-0.485887	10	4.40E-14	9.10E-20	0.20077	0.68666	teosinte/maize
CG	1	183244094	183244507	1.30E-59	-0.504262	34	4.80E-14	1.10E-65	0.088069	0.59233	teosinte/maize
CG	1	183531347	183532293	6.40E-17	0.471911	18	3.90E-14	5.50E-23	0.92896	0.45705	teosinte/maize
CG	1	185476806	185477273	2.80E-43	0.519719	18	5.10E-14	2.40E-49	0.5815	0.061784	teosinte/maize
CG	1	185477986	185478310	1.00E-60	0.472453	24	4.10E-14	8.50E-67	0.477	0.0045445	teosinte/maize
CG	1	186736763	186737717	1.10E-56	0.492472	34	5.10E-14	9.40E-63	0.79429	0.30181	teosinte/maize
CG	1	190556939	190557386	2.70E-29	-0.408516	14	4.00E-14	2.30E-35	0.48676	0.89528	teosinte/maize
CG	1	192127373	192127535	6.20E-13	0.452695	12	4.10E-14	5.30E-19	0.73867	0.28598	teosinte/maize
CG	1	192995908	192996080	6.70E-10	-0.434227	8	4.00E-14	5.70E-16	0.21296	0.64719	teosinte/maize
CG	1	193316951	193317128	4.20E-07	-0.412495	9	4.30E-14	3.60E-13	0.15368	0.56617	teosinte/maize
CG	1	193699506	193699932	1.80E-30	-0.580765	15	3.70E-14	1.60E-36	0.17314	0.7539	teosinte/maize
CG	1	195673064	195673272	3.20E-16	-0.518759	8	4.60E-14	2.70E-22	0.19359	0.71235	teosinte/maize
CG	1	197049738	197049836	2.50E-06	0.413159	7	2.70E-13	2.10E-12	0.59632	0.18316	teosinte/maize
CG	1	206171608	206171676	7.20E-14	0.569836	6	4.10E-14	6.20E-20	0.90459	0.33475	teosinte/maize
CG	1	206649690	206649927	5.80E-16	0.687133	7	4.40E-14	4.90E-22	0.79502	0.10789	teosinte/maize
CG	1	210710821	210711227	4.50E-35	0.552674	18	4.20E-14	3.80E-41	0.88	0.32732	teosinte/maize
CG	1	214773234	214773351	2.40E-37	0.771251	9	4.80E-14	2.00E-43	0.78147	0.010215	teosinte/maize
CG	1	215322526	215322824	1.90E-12	-0.455108	14	4.90E-14	1.60E-18	0.1563	0.61141	teosinte/maize
CG	1	218915605	218915863	9.40E-05	0.420324	6	4.40E-14	8.00E-11	0.9271	0.50678	teosinte/maize
CG	1	221570226	221570573	4.10E-17	-0.479091	11	4.40E-14	3.50E-23	0.33364	0.81273	teosinte/maize
CG	1	221624159	221624311	5.00E-16	-0.484794	13	4.50E-14	4.30E-22	0.076232	0.56103	teosinte/maize
CG	1	221759702	221760056	6.00E-10	-0.440695	9	4.40E-14	5.10E-16	0.48279	0.92348	teosinte/maize
CG	1	222266748	222267143	1.80E-38	-0.546143	18	4.50E-14	1.50E-44	0.24	0.78614	teosinte/maize
CG	1	223058854	223059514	6.40E-41	-0.465149	27	4.80E-14	5.40E-47	0.32507	0.79022	teosinte/maize
CG	1	223071601	223071819	0.025	0.405946	6	3.20E-07	2.20E-08	0.872	0.46605	teosinte/maize
CG	1	223973476	223973597	5.30E-25	0.63267	11	4.50E-14	4.50E-31	0.80727	0.1746	teosinte/maize
CG	1	224255776	224256001	4.20E-08	-0.475132	6	4.80E-14	3.60E-14	0.23328	0.70841	teosinte/maize
CG	1	226882793	226883161	2.40E-28	-0.509476	14	3.60E-14	2.10E-34	0.2679	0.77738	teosinte/maize
CG	1	227427478	227427563	0.00096	0.46945	6	1.20E-13	8.20E-10	0.86614	0.39669	teosinte/maize
CG	1	231207383	231207576	0.0062	-0.404994	8	8.60E-08	5.30E-09	0.061574	0.46657	teosinte/maize
CG	1	233408342	233408664	1.20E-96	0.916484	21	4.50E-14	1.00E-102	0.92108	0.0046007	teosinte/maize
CG	1	233441655	233441863	4.70E-08	0.42952	10	4.50E-14	4.00E-14	0.85645	0.42693	teosinte/maize
CG	1	233656279	233656453	2.40E-17	0.421285	6	4.50E-14	2.10E-23	0.45438	0.033093	teosinte/maize
CG	1	234079906	234079995	1.80E-21	0.785851	7	4.60E-14	1.60E-27	0.92412	0.13827	teosinte/maize
CG	1	235475336	235475533	1.50E-24	0.598281	11	4.50E-14	1.30E-30	0.77697	0.17869	teosinte/maize
CG	1	235508445	235509301	1.50E-94	0.740173	26	5.00E-14	1.30E-100	0.88177	0.1416	teosinte/maize
CG	1	238043927	238044272	6.80E-14	0.471053	9	4.20E-14	5.80E-20	0.86216	0.3911	teosinte/maize
CG	1	238131236	238131602	2.80E-90	0.606395	32	4.80E-14	2.40E-96	0.61237	0.0059791	teosinte/maize
CG	1	238132161	238132272	2.70E-32	0.965601	7	4.40E-14	2.30E-38	0.9656	1.02E-07	teosinte/maize
CG	1	238135354	238135612	1.10E-24	0.648241	11	4.10E-14	9.10E-31	0.88879	0.24055	teosinte/maize
CG	1	238555896	238556287	1.90E-07	0.487559	8	4.10E-14	1.60E-13	0.90544	0.41788	teosinte/maize
CG	1	239713133	239713309	5.90E-39	0.826192	9	4.90E-14	5.00E-45	0.84552	0.019328	teosinte/maize
CG	1	240308497	240308658	1.80E-08	0.505792	8	4.30E-14	1.60E-14	0.91338	0.40759	teosinte/maize
CG	1	240309005	240310057	1.60E-32	0.438585	34	3.60E-14	1.30E-38	0.86026	0.42167	teosinte/maize
CG	1	240613201	240613434	8.10E-20	0.680769	9	4.70E-14	6.90E-26	0.92221	0.24144	teosinte/maize
CG	1	241915123	241915221	2.20E-30	0.885391	7	4.20E-14	1.90E-36	0.89371	0.0083242	teosinte/maize
CG	1	243593035	243593448	1.10E-35	-0.5696	17	3.80E-14	9.40E-42	0.26195	0.83155	teosinte/maize
CG	1	243747438	243747716	0.00026	0.442719	8	6.00E-14	2.20E-10	0.90157	0.45885	teosinte/maize
CG	1	244453885	244454041	1.90E-20	0.48791	12	5.10E-14	1.60E-26	0.56844	0.080529	teosinte/maize
CG	1	245196302	245196711	6.00E-34	0.576389	17	4.80E-14	5.10E-40	0.75434	0.17795	teosinte/maize
CG	1	245197020	245197664	6.80E-14	0.575862	10	4.80E-14	5.80E-20	0.90843	0.33257	teosinte/maize
CG	1	245253129	245254063	1.50E-26	0.408655	35	4.30E-14	1.30E-32	0.92525	0.51659	teosinte/maize
CG	1	246988631	246989240	1.70E-30	-0.438551	23	3.70E-14	1.40E-36	0.20161	0.64016	teosinte/maize
CG	1	247100819	247100988	0.00013	0.431704	6	3.40E-11	1.10E-10	0.73646	0.30476	teosinte/maize
CG	1	247123214	247123407	2.10E-45	0.849219	10	5.00E-14	1.80E-51	0.85543	0.0062111	teosinte/maize
CG	1	247461231	247461761	8.60E-53	0.708238	20	3.60E-14	7.30E-59	0.88212	0.17388	teosinte/maize
CG	1	248460330	248460850	4.80E-15	0.512285	9	4.50E-14	4.10E-21	0.77577	0.26348	teosinte/maize
CG	1	248987147	248987376	3.70E-10	-0.420103	12	4.50E-14	3.20E-16	0.099543	0.51965	teosinte/maize
CG	1	249595523	249595802	2.90E-14	0.731108	6	4.10E-14	2.40E-20	0.946	0.21489	teosinte/maize
CG	1	250956157	250956929	1.60E-22	-0.534626	14	4.90E-14	1.40E-28	0.27591	0.81054	teosinte/maize
CG	1	251438169	251438409	2.50E-29	0.699715	9	4.10E-14	2.10E-35	0.7226	0.022886	teosinte/maize
CG	1	251630023	251630143	0.0017	0.432845	8	4.50E-14	1.40E-09	0.88655	0.4537	teosinte/maize
CG	1	254506965	254507227	2.00E-18	-0.679876	7	4.50E-14	1.70E-24	0.091819	0.77169	teosinte/maize
CG	1	254525378	254525718	3.10E-44	0.816027	11	5.10E-14	2.60E-50	0.83217	0.016144	teosinte/maize
CG	1	258231511	258231896	2.80E-33	0.814907	8	4.90E-14	2.40E-39	0.83157	0.016663	teosinte/maize
CG	1	259335068	259335172	2.20E-16	-0.64011	6	4.40E-14	1.80E-22	0.20883	0.84894	teosinte/maize
CG	1	259922594	259922702	0.0003	-0.451429	6	1.00E-10	2.50E-10	0.038606	0.49004	teosinte/maize
CG	1	259924721	259924960	1.30E-07	0.485668	9	4.20E-14	1.10E-13	0.87118	0.38551	teosinte/maize
CG	1	260859855	260860127	4.60E-65	0.698221	17	4.70E-14	3.90E-71	0.7408	0.042579	teosinte/maize
CG	1	262386576	262386622	1.70E-17	0.610779	6	4.10E-14	1.50E-23	0.70327	0.092495	teosinte/maize
CG	1	262570959	262571091	1.10E-10	-0.40727	9	4.60E-14	9.20E-17	0.33572	0.74299	teosinte/maize
CG	1	267356793	267357099	2.20E-15	0.439177	13	4.50E-14	1.90E-21	0.80604	0.36687	teosinte/maize
CG	1	269309531	269310064	7.60E-82	-0.714361	22	5.50E-14	6.50E-88	0.0322	0.74656	teosinte/maize
CG	1	270512478	270513049	1.50E-60	0.731941	17	3.00E-14	1.30E-66	0.769	0.037059	teosinte/maize
CG	1	271710065	271710127	9.20E-06	-0.463618	6	1.80E-10	7.90E-12	0.039445	0.50306	teosinte/maize
CG	1	271787453	271788079	6.10E-27	0.757378	8	3.80E-14	5.20E-33	0.79539	0.038007	teosinte/maize
CG	1	272130780	272131352	5.10E-52	-0.783844	15	3.60E-14	4.40E-58	0.087561	0.87141	teosinte/maize
CG	1	272678252	272678680	2.90E-16	-0.450942	11	4.40E-14	2.50E-22	0.22892	0.67987	teosinte/maize
CG	1	276798373	276798454	0.051	0.405834	7	4.40E-14	4.40E-08	0.86329	0.45746	teosinte/maize
CG	1	278895434	278896029	1.60E-32	0.759639	10	3.90E-14	1.40E-38	0.83301	0.073366	teosinte/maize
CG	1	278896317	278897533	6.50E-64	0.710556	22	3.80E-14	5.50E-70	0.85297	0.14242	teosinte/maize
CG	1	278897817	278898312	5.40E-49	0.623348	14	4.40E-14	4.60E-55	0.62593	0.0025866	teosinte/maize
CG	1	279078163	279078352	3.30E-07	-0.478195	6	7.10E-13	2.80E-13	0.14439	0.62259	teosinte/maize
CG	1	279611251	279611374	3.20E-37	0.845589	9	3.80E-14	2.70E-43	0.8554	0.0098075	teosinte/maize
CG	1	280418351	280418926	2.80E-30	0.617119	11	4.20E-14	2.30E-36	0.63213	0.015009	teosinte/maize
CG	1	284753189	284753269	7.80E-07	-0.427582	8	4.30E-14	6.60E-13	0.12298	0.55056	teosinte/maize
CG	1	285426259	285426637	1.50E-17	0.76362	6	4.50E-14	1.30E-23	0.89786	0.13424	teosinte/maize
CG	1	287657346	287657607	4.30E-27	-0.465469	19	4.30E-14	3.60E-33	0.13906	0.60453	teosinte/maize
CG	1	291515812	291515961	1.10E-16	-0.552226	11	4.80E-14	9.30E-23	0.056558	0.60878	teosinte/maize
CG	1	295311373	295311897	3.70E-39	0.766765	13	4.00E-14	3.10E-45	0.92519	0.15843	teosinte/maize
CG	1	296072436	296072844	4.00E-41	0.580264	19	3.80E-14	3.40E-47	0.83607	0.25581	teosinte/maize
CG	1	298838311	298838772	1.00E-12	0.649555	6	4.30E-14	8.50E-19	0.84226	0.19271	teosinte/maize
CG	1	300443518	300444095	2.40E-14	-0.400966	17	4.00E-14	2.00E-20	0.18471	0.58568	teosinte/maize
CG	1	300926179	300926355	1.00E-10	-0.412002	8	4.10E-14	8.90E-17	0.31496	0.72696	teosinte/maize
CG	1	302626894	302627153	1.00E-14	0.590026	8	4.10E-14	8.80E-21	0.81442	0.22439	teosinte/maize
CG	1	302627483	302628005	2.40E-132	0.704578	47	4.30E-14	2.10E-138	0.91663	0.21205	teosinte/maize
CG	1	303001118	303001175	1.10E-17	0.658493	8	4.30E-14	9.30E-24	0.8488	0.1903	teosinte/maize
CG	1	305294858	305295014	1.80E-05	0.404571	7	6.10E-14	1.50E-11	0.64198	0.23741	teosinte/maize
CG	1	306081823	306082162	3.00E-10	-0.41231	11	4.50E-14	2.50E-16	0.16654	0.57885	teosinte/maize
CG	1	306879590	306879651	2.70E-14	0.558729	6	4.20E-14	2.30E-20	0.75635	0.19762	teosinte/maize
CG	2	69383	69900	1.10E-27	0.58012	13	4.70E-14	9.20E-34	0.66561	0.085485	teosinte/maize
CG	2	99027	99137	1.70E-36	0.911822	9	4.80E-14	1.40E-42	0.91634	0.0045218	teosinte/maize
CG	2	209001	209216	1.40E-08	0.450936	9	4.70E-14	1.20E-14	0.79491	0.34398	teosinte/maize
CG	2	641119	641345	4.90E-29	0.867893	7	3.90E-14	4.10E-35	0.88977	0.021882	teosinte/maize
CG	2	936506	936873	3.30E-43	-0.543755	20	4.90E-14	2.80E-49	0.19386	0.73761	teosinte/maize
CG	2	2043972	2044410	1.80E-17	-0.553658	10	4.80E-14	1.50E-23	0.15299	0.70665	teosinte/maize
CG	2	2265465	2265628	1.60E-05	0.438372	9	4.80E-14	1.40E-11	0.86026	0.42189	teosinte/maize
CG	2	2481919	2481973	2.10E-07	0.453952	6	5.80E-14	1.80E-13	0.66	0.20605	teosinte/maize
CG	2	2507203	2507586	5.90E-40	0.679183	13	3.70E-14	5.00E-46	0.72531	0.046128	teosinte/maize
CG	2	2637105	2637310	1.50E-50	0.419969	20	5.70E-14	1.30E-56	0.57202	0.15205	teosinte/maize
CG	2	3570307	3570545	3.00E-06	-0.403099	8	4.90E-14	2.50E-12	0.2761	0.6792	teosinte/maize
CG	2	4665675	4665745	0.00012	0.437225	6	4.60E-14	1.00E-10	0.68673	0.2495	teosinte/maize
CG	2	5035591	5035882	1.70E-12	0.554466	8	4.30E-14	1.40E-18	0.78334	0.22887	teosinte/maize
CG	2	6691583	6691736	2.50E-10	0.443681	6	4.50E-14	2.20E-16	0.4528	0.0091165	teosinte/maize
CG	2	7377698	7377986	0.0022	0.406613	8	7.40E-14	1.90E-09	0.87285	0.46624	teosinte/maize
CG	2	8776968	8777319	9.00E-24	0.409103	14	3.80E-14	7.60E-30	0.41664	0.0075418	teosinte/maize
CG	2	9304275	9304449	4.20E-09	-0.445312	8	4.60E-14	3.60E-15	0.059641	0.50495	teosinte/maize
CG	2	10769204	10769400	7.00E-08	-0.47124	7	4.60E-14	5.90E-14	0.15742	0.62866	teosinte/maize
CG	2	10769625	10769931	4.10E-06	-0.489831	6	6.00E-10	3.50E-12	0.066378	0.55621	teosinte/maize
CG	2	10963004	10963251	8.50E-38	0.426065	12	5.00E-14	7.20E-44	0.48414	0.058077	teosinte/maize
CG	2	11712044	11712252	5.80E-33	0.633533	12	4.50E-14	5.00E-39	0.78088	0.14735	teosinte/maize
CG	2	11713590	11713783	0.061	0.403552	6	9.40E-10	5.20E-08	0.84052	0.43697	teosinte/maize
CG	2	12694508	12694790	5.00E-09	0.464723	7	4.60E-14	4.30E-15	0.76883	0.30411	teosinte/maize
CG	2	14006999	14007270	2.60E-26	0.889453	6	4.90E-14	2.20E-32	0.91018	0.020723	teosinte/maize
CG	2	17578228	17578489	1.50E-36	0.883065	8	5.00E-14	1.30E-42	0.88306	5.36E-08	teosinte/maize
CG	2	17681610	17681803	2.30E-31	0.743274	10	3.90E-14	2.00E-37	0.86312	0.11984	teosinte/maize
CG	2	17745007	17745397	7.00E-17	-0.457753	14	4.70E-14	5.90E-23	0.057191	0.51494	teosinte/maize
CG	2	18454106	18454547	1.70E-34	0.433913	13	4.10E-14	1.40E-40	0.44681	0.012901	teosinte/maize
CG	2	19423196	19423652	3.40E-21	-0.560167	12	4.00E-14	2.90E-27	0.026436	0.5866	teosinte/maize
CG	2	20252478	20252938	3.00E-55	0.780964	15	4.60E-14	2.60E-61	0.84857	0.067606	teosinte/maize
CG	2	20343544	20344183	2.60E-96	0.823869	22	3.30E-14	2.20E-102	0.83117	0.0073037	teosinte/maize
CG	2	25252573	25252759	3.60E-06	-0.403255	10	5.50E-10	3.00E-12	0.09688	0.50013	teosinte/maize
CG	2	25295590	25295709	1.70E-18	0.792342	6	4.40E-14	1.50E-24	0.94806	0.15572	teosinte/maize
CG	2	26001122	26001370	1.70E-08	0.564747	7	4.70E-14	1.50E-14	0.8308	0.26605	teosinte/maize
CG	2	26281925	26282343	1.30E-45	0.641763	15	4.10E-14	1.10E-51	0.66065	0.018892	teosinte/maize
CG	2	26840253	26840816	1.30E-64	0.532965	27	3.90E-14	1.10E-70	0.62645	0.093481	teosinte/maize
CG	2	26844518	26845253	8.30E-115	0.51167	39	2.40E-14	7.00E-121	0.61477	0.1031	teosinte/maize
CG	2	28206412	28206992	3.90E-16	0.456959	13	3.80E-14	3.30E-22	0.74861	0.29165	teosinte/maize
CG	2	28296938	28297058	2.00E-22	0.72314	10	4.10E-14	1.70E-28	0.95095	0.22781	teosinte/maize
CG	2	29626121	29626303	7.30E-17	0.675167	7	4.50E-14	6.20E-23	0.84568	0.17051	teosinte/maize
CG	2	31080813	31080942	5.90E-14	0.703905	6	4.80E-14	5.00E-20	0.86668	0.16277	teosinte/maize
CG	2	34231852	34232405	2.30E-87	-0.714461	24	5.50E-14	2.00E-93	0.17991	0.89437	teosinte/maize
CG	2	34347731	34347942	9.00E-07	-0.421033	8	8.40E-14	7.70E-13	0.25052	0.67156	teosinte/maize
CG	2	34446917	34447022	0.0015	0.434314	6	2.00E-12	1.30E-09	0.8524	0.41809	teosinte/maize
CG	2	34619393	34619596	1.50E-16	0.509424	6	4.50E-14	1.30E-22	0.56591	0.056491	teosinte/maize
CG	2	35978497	35978777	1.30E-15	0.710093	6	4.50E-14	1.10E-21	0.91804	0.20794	teosinte/maize
CG	2	35979131	35979301	1.90E-37	0.819347	11	4.20E-14	1.60E-43	0.8989	0.07955	teosinte/maize
CG	2	36775667	36775763	5.10E-08	-0.429806	7	4.60E-14	4.30E-14	0.37969	0.8095	teosinte/maize
CG	2	37080418	37080967	2.40E-09	0.491202	8	4.40E-14	2.10E-15	0.8079	0.31669	teosinte/maize
CG	2	37117817	37118127	1.60E-19	0.522475	15	4.20E-14	1.40E-25	0.90966	0.38718	teosinte/maize
CG	2	37352615	37353032	3.60E-68	0.730208	15	3.80E-14	3.10E-74	0.7401	0.0098947	teosinte/maize
CG	2	37359974	37360264	2.40E-24	-0.403775	15	4.90E-14	2.10E-30	0.52952	0.9333	teosinte/maize
CG	2	37361732	37361839	3.50E-11	-0.500921	7	4.60E-14	3.00E-17	0.3714	0.87232	teosinte/maize
CG	2	45340647	45341044	4.20E-18	0.742829	6	4.10E-14	3.60E-24	0.89367	0.15084	teosinte/maize
CG	2	45341864	45342033	2.20E-19	0.698639	7	4.60E-14	1.90E-25	0.82497	0.12633	teosinte/maize
CG	2	48108418	48108553	8.10E-17	0.540398	6	4.30E-14	6.90E-23	0.91479	0.37439	teosinte/maize
CG	2	53327961	53328200	1.50E-13	-0.444811	10	4.30E-14	1.30E-19	0.35846	0.80327	teosinte/maize
CG	2	53861882	53861979	5.90E-12	0.457252	6	4.50E-14	5.00E-18	0.61717	0.15992	teosinte/maize
CG	2	53963567	53963751	3.00E-21	-0.609165	11	5.00E-14	2.50E-27	0.10176	0.71093	teosinte/maize
CG	2	56080148	56080377	1.60E-19	0.505382	10	4.70E-14	1.30E-25	0.78346	0.27808	teosinte/maize
CG	2	59314906	59314979	3.20E-14	0.675382	6	4.60E-14	2.80E-20	0.94098	0.2656	teosinte/maize
CG	2	59796523	59796756	1.10E-24	-0.675068	9	4.50E-14	9.70E-31	0.020204	0.69527	teosinte/maize
CG	2	60530116	60530258	5.30E-09	-0.446254	9	4.50E-14	4.50E-15	0.20405	0.6503	teosinte/maize
CG	2	64905667	64905916	7.50E-05	0.409976	7	2.10E-11	6.40E-11	0.50399	0.094012	teosinte/maize
CG	2	65460476	65460559	8.70E-05	-0.403989	10	1.10E-05	7.40E-11	0.085225	0.48921	teosinte/maize
CG	2	67661265	67661529	6.60E-09	-0.402795	6	4.60E-14	5.60E-15	0.47017	0.87296	teosinte/maize
CG	2	67666276	67666538	1.20E-19	0.700994	6	4.60E-14	9.90E-26	0.76276	0.06177	teosinte/maize
CG	2	68951834	68952160	6.20E-25	0.437623	19	3.80E-14	5.30E-31	0.79431	0.35669	teosinte/maize
CG	2	69418067	69418319	5.10E-12	0.426957	16	4.10E-14	4.30E-18	0.90783	0.48087	teosinte/maize
CG	2	71773754	71774008	2.20E-07	0.514944	6	4.20E-14	1.90E-13	0.90262	0.38767	teosinte/maize
CG	2	71777281	71777740	9.70E-51	-0.691994	15	3.40E-14	8.20E-57	0.17875	0.87074	teosinte/maize
CG	2	75237591	75237890	5.90E-20	0.482992	10	4.20E-14	5.00E-26	0.56688	0.08389	teosinte/maize
CG	2	75240939	75241172	1.90E-26	0.918286	6	4.20E-14	1.60E-32	0.92213	0.0038399	teosinte/maize
CG	2	75690750	75690860	2.60E-06	-0.489898	6	4.90E-14	2.20E-12	0.31215	0.80205	teosinte/maize
CG	2	76138987	76139497	7.80E-26	-0.432228	19	4.70E-14	6.60E-32	0.45624	0.88847	teosinte/maize
CG	2	79799228	79799380	4.30E-16	0.532598	9	4.20E-14	3.60E-22	0.76822	0.23562	teosinte/maize
CG	2	79868732	79869052	2.20E-34	-0.613034	10	4.20E-14	1.90E-40	0.27383	0.88686	teosinte/maize
CG	2	79955835	79955923	6.30E-08	-0.516291	6	7.10E-14	5.40E-14	0.31965	0.83594	teosinte/maize
CG	2	79993970	79994636	2.70E-44	-0.43975	31	5.00E-14	2.30E-50	0.39881	0.83856	teosinte/maize
CG	2	80113483	80113535	1.00E-07	-0.440036	7	3.80E-13	8.60E-14	0.41141	0.85144	teosinte/maize
CG	2	80766652	80767018	3.90E-05	-0.467261	6	5.80E-14	3.30E-11	0.39985	0.86711	teosinte/maize
CG	2	81503212	81503326	7.50E-06	-0.437499	6	4.60E-14	6.40E-12	0.43473	0.87223	teosinte/maize
CG	2	84507761	84508356	9.80E-20	0.414338	13	4.40E-14	8.40E-26	0.48216	0.067819	teosinte/maize
CG	2	85804925	85805134	0.062	0.400892	7	1.10E-10	5.20E-08	0.91241	0.51152	teosinte/maize
CG	2	86024547	86024918	4.20E-25	0.635889	11	4.30E-14	3.60E-31	0.92558	0.28969	teosinte/maize
CG	2	86849228	86849466	1.10E-51	0.842496	13	3.40E-14	9.20E-58	0.91188	0.069385	teosinte/maize
CG	2	89206079	89206320	7.80E-31	0.441185	15	4.00E-14	6.60E-37	0.54826	0.10707	teosinte/maize
CG	2	90514564	90514774	4.30E-08	-0.44308	8	4.50E-14	3.70E-14	0.33103	0.77411	teosinte/maize
CG	2	92181088	92181363	7.30E-46	0.782524	13	4.50E-14	6.20E-52	0.91635	0.13382	teosinte/maize
CG	2	92181820	92182160	3.00E-30	0.810417	9	4.80E-14	2.50E-36	0.93319	0.12277	teosinte/maize
CG	2	92435584	92435766	4.20E-07	0.570793	6	4.20E-14	3.60E-13	0.84358	0.27278	teosinte/maize
CG	2	92788901	92789905	4.90E-144	-0.577318	64	3.20E-14	4.20E-150	0.25622	0.83353	teosinte/maize
CG	2	92908358	92908759	1.00E-24	-0.427811	22	4.00E-14	8.80E-31	0.41771	0.84552	teosinte/maize
CG	2	93283605	93283821	2.50E-51	0.760709	13	3.90E-14	2.10E-57	0.80213	0.041418	teosinte/maize
CG	2	94282834	94282975	2.40E-10	0.522705	6	4.20E-14	2.10E-16	0.65276	0.13006	teosinte/maize
CG	2	94283186	94283448	3.60E-35	0.469406	18	4.10E-14	3.10E-41	0.60091	0.1315	teosinte/maize
CG	2	95495020	95495524	3.50E-24	-0.608961	11	4.00E-14	3.00E-30	0.080013	0.68897	teosinte/maize
CG	2	95496369	95496816	1.40E-17	-0.588274	11	4.30E-14	1.20E-23	0.010673	0.59895	teosinte/maize
CG	2	95722678	95722969	2.30E-16	-0.434763	12	4.30E-14	2.00E-22	0.45024	0.88501	teosinte/maize
CG	2	96711774	96711938	4.00E-07	-0.436116	6	8.40E-14	3.40E-13	0.37368	0.8098	teosinte/maize
CG	2	98044677	98044843	1.10E-21	-0.470104	8	3.80E-14	9.50E-28	0.048556	0.51866	teosinte/maize
CG	2	98050802	98050949	2.50E-07	-0.424569	7	4.30E-14	2.20E-13	0.47147	0.89604	teosinte/maize
CG	2	98238477	98239044	5.10E-63	0.561551	22	4.70E-14	4.40E-69	0.68448	0.12293	teosinte/maize
CG	2	98239369	98239509	5.30E-24	0.484248	13	4.20E-14	4.50E-30	0.66624	0.18199	teosinte/maize
CG	2	98951613	98951861	1.80E-22	0.532495	13	3.90E-14	1.50E-28	0.93143	0.39893	teosinte/maize
CG	2	98952065	98952251	8.70E-73	0.848973	17	4.10E-14	7.40E-79	0.86561	0.01664	teosinte/maize
CG	2	99680068	99680163	5.00E-09	0.453549	8	4.60E-14	4.20E-15	0.73583	0.28228	teosinte/maize
CG	2	99680391	99680991	1.70E-44	0.446227	23	4.60E-14	1.50E-50	0.5787	0.13247	teosinte/maize
CG	2	99760981	99761331	1.90E-46	0.75895	14	5.70E-14	1.60E-52	0.81609	0.057137	teosinte/maize
CG	2	100170479	100171043	1.80E-64	0.763128	20	4.20E-14	1.50E-70	0.88382	0.12069	teosinte/maize
CG	2	100485191	100485251	2.40E-23	0.767192	6	4.80E-14	2.00E-29	0.77191	0.0047211	teosinte/maize
CG	2	101250277	101250410	5.40E-12	-0.566487	8	4.70E-14	4.60E-18	0.25081	0.8173	teosinte/maize
CG	2	101579167	101579524	1.80E-28	0.714588	9	4.50E-14	1.50E-34	0.78408	0.06949	teosinte/maize
CG	2	101601498	101601816	0.015	0.41486	6	2.60E-09	1.30E-08	0.89801	0.48315	teosinte/maize
CG	2	101769366	101769675	1.30E-66	0.803163	16	3.70E-14	1.10E-72	0.81231	0.0091422	teosinte/maize
CG	2	101769925	101770154	6.50E-32	0.599813	15	3.60E-14	5.50E-38	0.79376	0.19394	teosinte/maize
CG	2	103115707	103116084	2.40E-81	0.703126	24	3.10E-14	2.10E-87	0.70841	0.0052859	teosinte/maize
CG	2	103863698	103864102	5.90E-18	0.483596	14	3.70E-14	5.00E-24	0.77842	0.29483	teosinte/maize
CG	2	104049639	104049946	4.50E-39	0.62334	21	5.70E-14	3.90E-45	0.93079	0.30745	teosinte/maize
CG	2	105061787	105062003	9.70E-42	0.771128	11	3.80E-14	8.30E-48	0.81405	0.042923	teosinte/maize
CG	2	105800260	105800698	1.20E-08	-0.403709	10	6.00E-14	9.80E-15	0.1905	0.59421	teosinte/maize
CG	2	106081719	106082435	1.30E-19	-0.413194	22	4.10E-14	1.10E-25	0.09962	0.51281	teosinte/maize
CG	2	106737593	106737732	1.80E-19	-0.528388	12	4.30E-14	1.50E-25	0.18875	0.71714	teosinte/maize
